geneid	chr	s1	s2
Contig104047_859_859	Contig104047	859	859
Contig104064_2670_2670	Contig104064	2670	2670
Contig104064_2685_2685	Contig104064	2685	2685
Contig104139_12_12	Contig104139	12	12
Contig104145_10236_10236	Contig104145	10236	10236
Contig104145_10241_10241	Contig104145	10241	10241
Contig104145_10248_10248	Contig104145	10248	10248
Contig104145_10261_10261	Contig104145	10261	10261
Contig104145_15381_15381	Contig104145	15381	15381
Contig104145_15392_15392	Contig104145	15392	15392
Contig104145_15413_15413	Contig104145	15413	15413
Contig104145_17143_17143	Contig104145	17143	17143
Contig104149_4763_4763	Contig104149	4763	4763
Contig104178_12456_12456	Contig104178	12456	12456
Contig104198_11805_11805	Contig104198	11805	11805
Contig104198_11872_11872	Contig104198	11872	11872
Contig104198_11990_11990	Contig104198	11990	11990
Contig104198_7100_7100	Contig104198	7100	7100
Contig104217_982_982	Contig104217	982	982
Contig104288_1072_1072	Contig104288	1072	1072
Contig104288_1089_1089	Contig104288	1089	1089
Contig104288_1096_1096	Contig104288	1096	1096
Contig104288_1113_1113	Contig104288	1113	1113
Contig104365_1026_1026	Contig104365	1026	1026
Contig104365_1039_1039	Contig104365	1039	1039
Contig104449_9317_9317	Contig104449	9317	9317
Contig104449_9326_9326	Contig104449	9326	9326
Contig104531_8146_8146	Contig104531	8146	8146
Contig104531_8149_8149	Contig104531	8149	8149
Contig104531_8158_8158	Contig104531	8158	8158
Contig104544_4487_4487	Contig104544	4487	4487
Contig104544_4715_4715	Contig104544	4715	4715
Contig104545_2191_2191	Contig104545	2191	2191
Contig104545_2251_2251	Contig104545	2251	2251
Contig104545_2320_2320	Contig104545	2320	2320
Contig104545_2329_2329	Contig104545	2329	2329
Contig104545_2340_2340	Contig104545	2340	2340
Contig104545_2344_2344	Contig104545	2344	2344
Contig104545_2383_2383	Contig104545	2383	2383
Contig104545_2398_2398	Contig104545	2398	2398
Contig104545_2452_2452	Contig104545	2452	2452
Contig104545_2503_2503	Contig104545	2503	2503
Contig104545_2515_2515	Contig104545	2515	2515
Contig104545_2539_2539	Contig104545	2539	2539
Contig104545_2566_2566	Contig104545	2566	2566
Contig104545_2581_2581	Contig104545	2581	2581
Contig104545_2593_2593	Contig104545	2593	2593
Contig104545_2608_2608	Contig104545	2608	2608
Contig104545_2635_2635	Contig104545	2635	2635
Contig104545_2647_2647	Contig104545	2647	2647
Contig104572_3023_3023	Contig104572	3023	3023
Contig104572_3159_3159	Contig104572	3159	3159
Contig104572_3169_3169	Contig104572	3169	3169
Contig104572_3203_3203	Contig104572	3203	3203
Contig104579_3307_3307	Contig104579	3307	3307
Contig10457_97_97	Contig10457	97	97
Contig104598_4227_4227	Contig104598	4227	4227
Contig104598_4229_4229	Contig104598	4229	4229
Contig104598_4234_4234	Contig104598	4234	4234
Contig104598_4267_4267	Contig104598	4267	4267
Contig104598_4270_4270	Contig104598	4270	4270
Contig1046_23614_23614	Contig1046	23614	23614
Contig1046_23934_23934	Contig1046	23934	23934
Contig1046_24081_24081	Contig1046	24081	24081
Contig1046_24099_24099	Contig1046	24099	24099
Contig1046_24110_24110	Contig1046	24110	24110
Contig1046_24115_24115	Contig1046	24115	24115
Contig1046_24133_24133	Contig1046	24133	24133
Contig1046_24168_24168	Contig1046	24168	24168
Contig1046_24175_24175	Contig1046	24175	24175
Contig1046_24199_24199	Contig1046	24199	24199
Contig1046_24214_24214	Contig1046	24214	24214
Contig104639_10810_10810	Contig104639	10810	10810
Contig104639_10834_10834	Contig104639	10834	10834
Contig104639_10843_10843	Contig104639	10843	10843
Contig104643_433_433	Contig104643	433	433
Contig104643_6699_6699	Contig104643	6699	6699
Contig104643_6719_6719	Contig104643	6719	6719
Contig104643_6743_6743	Contig104643	6743	6743
Contig104643_6752_6752	Contig104643	6752	6752
Contig104643_6782_6782	Contig104643	6782	6782
Contig104643_6791_6791	Contig104643	6791	6791
Contig104643_6894_6894	Contig104643	6894	6894
Contig104643_836_836	Contig104643	836	836
Contig104643_840_840	Contig104643	840	840
Contig104643_846_846	Contig104643	846	846
Contig104643_852_852	Contig104643	852	852
Contig104683_828_828	Contig104683	828	828
Contig104683_834_834	Contig104683	834	834
Contig104683_871_871	Contig104683	871	871
Contig104683_875_875	Contig104683	875	875
Contig104733_9989_9989	Contig104733	9989	9989
Contig104754_2895_2895	Contig104754	2895	2895
Contig104754_2899_2899	Contig104754	2899	2899
Contig104754_2903_2903	Contig104754	2903	2903
Contig104759_242_242	Contig104759	242	242
Contig104759_262_262	Contig104759	262	262
Contig104759_289_289	Contig104759	289	289
Contig104759_313_313	Contig104759	313	313
Contig104763_4721_4721	Contig104763	4721	4721
Contig104763_4737_4737	Contig104763	4737	4737
Contig104763_4746_4746	Contig104763	4746	4746
Contig104763_4767_4767	Contig104763	4767	4767
Contig104775_3901_3901	Contig104775	3901	3901
Contig104775_3931_3931	Contig104775	3931	3931
Contig104775_4514_4514	Contig104775	4514	4514
Contig104789_1071_1071	Contig104789	1071	1071
Contig104798_8177_8177	Contig104798	8177	8177
Contig104804_3240_3240	Contig104804	3240	3240
Contig104804_3244_3244	Contig104804	3244	3244
Contig104804_3432_3432	Contig104804	3432	3432
Contig104804_3436_3436	Contig104804	3436	3436
Contig104831_1490_1490	Contig104831	1490	1490
Contig104947_3193_3193	Contig104947	3193	3193
Contig104975_1948_1948	Contig104975	1948	1948
Contig104975_1953_1953	Contig104975	1953	1953
Contig104975_1957_1957	Contig104975	1957	1957
Contig104975_2063_2063	Contig104975	2063	2063
Contig104975_2073_2073	Contig104975	2073	2073
Contig104975_2130_2130	Contig104975	2130	2130
Contig104975_2287_2287	Contig104975	2287	2287
Contig104987_978_978	Contig104987	978	978
Contig105008_7068_7068	Contig105008	7068	7068
Contig105009_6584_6584	Contig105009	6584	6584
Contig105009_6588_6588	Contig105009	6588	6588
Contig1050_22098_22098	Contig1050	22098	22098
Contig1050_22100_22100	Contig1050	22100	22100
Contig1050_22367_22367	Contig1050	22367	22367
Contig105035_8710_8710	Contig105035	8710	8710
Contig105054_2836_2836	Contig105054	2836	2836
Contig105054_2841_2841	Contig105054	2841	2841
Contig105054_2845_2845	Contig105054	2845	2845
Contig105054_2857_2857	Contig105054	2857	2857
Contig1050_7007_7007	Contig1050	7007	7007
Contig1050_7028_7028	Contig1050	7028	7028
Contig10507_10486_10486	Contig10507	10486	10486
Contig10507_10498_10498	Contig10507	10498	10498
Contig10507_10510_10510	Contig10507	10510	10510
Contig10507_10638_10638	Contig10507	10638	10638
Contig10507_10656_10656	Contig10507	10656	10656
Contig10507_10689_10689	Contig10507	10689	10689
Contig1050_7134_7134	Contig1050	7134	7134
Contig1050_7394_7394	Contig1050	7394	7394
Contig10507_4668_4668	Contig10507	4668	4668
Contig10507_4703_4703	Contig10507	4703	4703
Contig10507_4715_4715	Contig10507	4715	4715
Contig10507_4804_4804	Contig10507	4804	4804
Contig10507_4839_4839	Contig10507	4839	4839
Contig10507_4854_4854	Contig10507	4854	4854
Contig10507_4942_4942	Contig10507	4942	4942
Contig10507_4958_4958	Contig10507	4958	4958
Contig10507_5251_5251	Contig10507	5251	5251
Contig10507_5305_5305	Contig10507	5305	5305
Contig10507_5369_5369	Contig10507	5369	5369
Contig10507_5390_5390	Contig10507	5390	5390
Contig10507_5437_5437	Contig10507	5437	5437
Contig10507_6007_6007	Contig10507	6007	6007
Contig10507_6239_6239	Contig10507	6239	6239
Contig10507_6246_6246	Contig10507	6246	6246
Contig10507_6272_6272	Contig10507	6272	6272
Contig10507_6444_6444	Contig10507	6444	6444
Contig10507_6464_6464	Contig10507	6464	6464
Contig10507_6473_6473	Contig10507	6473	6473
Contig10507_6478_6478	Contig10507	6478	6478
Contig10507_6693_6693	Contig10507	6693	6693
Contig10507_6745_6745	Contig10507	6745	6745
Contig10507_6748_6748	Contig10507	6748	6748
Contig10507_6889_6889	Contig10507	6889	6889
Contig10507_6899_6899	Contig10507	6899	6899
Contig10507_9047_9047	Contig10507	9047	9047
Contig10507_9772_9772	Contig10507	9772	9772
Contig10507_9986_9986	Contig10507	9986	9986
Contig10507_9990_9990	Contig10507	9990	9990
Contig105156_5860_5860	Contig105156	5860	5860
Contig105156_5867_5867	Contig105156	5867	5867
Contig1051_7436_7436	Contig1051	7436	7436
Contig1051_7451_7451	Contig1051	7451	7451
Contig105226_1697_1697	Contig105226	1697	1697
Contig105226_1706_1706	Contig105226	1706	1706
Contig105_30281_30281	Contig105	30281	30281
Contig105317_1519_1519	Contig105317	1519	1519
Contig105317_1538_1538	Contig105317	1538	1538
Contig105317_1546_1546	Contig105317	1546	1546
Contig105317_1576_1576	Contig105317	1576	1576
Contig105317_1610_1610	Contig105317	1610	1610
Contig105317_1621_1621	Contig105317	1621	1621
Contig105317_1711_1711	Contig105317	1711	1711
Contig105317_1810_1810	Contig105317	1810	1810
Contig105317_1816_1816	Contig105317	1816	1816
Contig105317_1829_1829	Contig105317	1829	1829
Contig105321_2359_2359	Contig105321	2359	2359
Contig105363_1963_1963	Contig105363	1963	1963
Contig105406_1169_1169	Contig105406	1169	1169
Contig105406_1175_1175	Contig105406	1175	1175
Contig1054_15899_15899	Contig1054	15899	15899
Contig1054_15927_15927	Contig1054	15927	15927
Contig105417_18_18	Contig105417	18	18
Contig105417_3223_3223	Contig105417	3223	3223
Contig105417_3250_3250	Contig105417	3250	3250
Contig105417_3255_3255	Contig105417	3255	3255
Contig105417_3259_3259	Contig105417	3259	3259
Contig105417_3352_3352	Contig105417	3352	3352
Contig105417_36_36	Contig105417	36	36
Contig105417_3855_3855	Contig105417	3855	3855
Contig105417_3867_3867	Contig105417	3867	3867
Contig105417_49_49	Contig105417	49	49
Contig105425_6739_6739	Contig105425	6739	6739
Contig105431_372_372	Contig105431	372	372
Contig105442_1989_1989	Contig105442	1989	1989
Contig105442_1995_1995	Contig105442	1995	1995
Contig105447_1813_1813	Contig105447	1813	1813
Contig105481_494_494	Contig105481	494	494
Contig105481_500_500	Contig105481	500	500
Contig105508_715_715	Contig105508	715	715
Contig105563_294_294	Contig105563	294	294
Contig105563_333_333	Contig105563	333	333
Contig105564_962_962	Contig105564	962	962
Contig105675_2684_2684	Contig105675	2684	2684
Contig105675_2691_2691	Contig105675	2691	2691
Contig105675_2718_2718	Contig105675	2718	2718
Contig105685_1680_1680	Contig105685	1680	1680
Contig105734_6164_6164	Contig105734	6164	6164
Contig105734_6259_6259	Contig105734	6259	6259
Contig10576_1434_1434	Contig10576	1434	1434
Contig105825_903_903	Contig105825	903	903
Contig105825_913_913	Contig105825	913	913
Contig105825_924_924	Contig105825	924	924
Contig105888_1467_1467	Contig105888	1467	1467
Contig105888_1491_1491	Contig105888	1491	1491
Contig105888_1533_1533	Contig105888	1533	1533
Contig105915_5560_5560	Contig105915	5560	5560
Contig105915_5582_5582	Contig105915	5582	5582
Contig105915_5687_5687	Contig105915	5687	5687
Contig10592_1368_1368	Contig10592	1368	1368
Contig10592_1401_1401	Contig10592	1401	1401
Contig10592_1419_1419	Contig10592	1419	1419
Contig10592_1498_1498	Contig10592	1498	1498
Contig10592_274_274	Contig10592	274	274
Contig105922_8837_8837	Contig105922	8837	8837
Contig1059_24506_24506	Contig1059	24506	24506
Contig1059_24532_24532	Contig1059	24532	24532
Contig1059_24538_24538	Contig1059	24538	24538
Contig1059_25172_25172	Contig1059	25172	25172
Contig1059_25206_25206	Contig1059	25206	25206
Contig1059_25291_25291	Contig1059	25291	25291
Contig1059_26782_26782	Contig1059	26782	26782
Contig10592_825_825	Contig10592	825	825
Contig10592_877_877	Contig10592	877	877
Contig10592_952_952	Contig10592	952	952
Contig10592_963_963	Contig10592	963	963
Contig10592_970_970	Contig10592	970	970
Contig1059_31143_31143	Contig1059	31143	31143
Contig1059_31153_31153	Contig1059	31153	31153
Contig1059_31159_31159	Contig1059	31159	31159
Contig1059_31190_31190	Contig1059	31190	31190
Contig1059_31198_31198	Contig1059	31198	31198
Contig10599_102_102	Contig10599	102	102
Contig10599_131_131	Contig10599	131	131
Contig10599_133_133	Contig10599	133	133
Contig105999_11_11	Contig105999	11	11
Contig106048_4214_4214	Contig106048	4214	4214
Contig106058_1486_1486	Contig106058	1486	1486
Contig106058_1493_1493	Contig106058	1493	1493
Contig106058_1499_1499	Contig106058	1499	1499
Contig106058_1503_1503	Contig106058	1503	1503
Contig106082_2437_2437	Contig106082	2437	2437
Contig106094_1965_1965	Contig106094	1965	1965
Contig106107_3322_3322	Contig106107	3322	3322
Contig106107_3337_3337	Contig106107	3337	3337
Contig106107_3341_3341	Contig106107	3341	3341
Contig106_15727_15727	Contig106	15727	15727
Contig106158_1109_1109	Contig106158	1109	1109
Contig106158_1115_1115	Contig106158	1115	1115
Contig106167_1421_1421	Contig106167	1421	1421
Contig106201_1523_1523	Contig106201	1523	1523
Contig106322_1053_1053	Contig106322	1053	1053
Contig106349_2414_2414	Contig106349	2414	2414
Contig106349_2432_2432	Contig106349	2432	2432
Contig106349_2441_2441	Contig106349	2441	2441
Contig106349_2449_2449	Contig106349	2449	2449
Contig106349_2456_2456	Contig106349	2456	2456
Contig106359_65_65	Contig106359	65	65
Contig106480_167_167	Contig106480	167	167
Contig106480_174_174	Contig106480	174	174
Contig106480_179_179	Contig106480	179	179
Contig106480_185_185	Contig106480	185	185
Contig1065_22720_22720	Contig1065	22720	22720
Contig1065_22729_22729	Contig1065	22729	22729
Contig1065_23776_23776	Contig1065	23776	23776
Contig106534_970_970	Contig106534	970	970
Contig10655_2266_2266	Contig10655	2266	2266
Contig10655_2272_2272	Contig10655	2272	2272
Contig106571_1521_1521	Contig106571	1521	1521
Contig106574_4133_4133	Contig106574	4133	4133
Contig10662_276_276	Contig10662	276	276
Contig106623_3012_3012	Contig106623	3012	3012
Contig106672_3583_3583	Contig106672	3583	3583
Contig106684_4388_4388	Contig106684	4388	4388
Contig106692_451_451	Contig106692	451	451
Contig106712_491_491	Contig106712	491	491
Contig106712_499_499	Contig106712	499	499
Contig106712_507_507	Contig106712	507	507
Contig106712_516_516	Contig106712	516	516
Contig106712_520_520	Contig106712	520	520
Contig106712_535_535	Contig106712	535	535
Contig106712_551_551	Contig106712	551	551
Contig106712_557_557	Contig106712	557	557
Contig1067_12941_12941	Contig1067	12941	12941
Contig1067_12950_12950	Contig1067	12950	12950
Contig1067_12960_12960	Contig1067	12960	12960
Contig1067_13115_13115	Contig1067	13115	13115
Contig106713_3011_3011	Contig106713	3011	3011
Contig106713_3060_3060	Contig106713	3060	3060
Contig106821_537_537	Contig106821	537	537
Contig106821_746_746	Contig106821	746	746
Contig106905_5546_5546	Contig106905	5546	5546
Contig1069_18294_18294	Contig1069	18294	18294
Contig1069_18306_18306	Contig1069	18306	18306
Contig106929_5981_5981	Contig106929	5981	5981
Contig106929_5991_5991	Contig106929	5991	5991
Contig106929_5994_5994	Contig106929	5994	5994
Contig106929_6093_6093	Contig106929	6093	6093
Contig106929_8667_8667	Contig106929	8667	8667
Contig106929_8670_8670	Contig106929	8670	8670
Contig106946_1157_1157	Contig106946	1157	1157
Contig106986_1615_1615	Contig106986	1615	1615
Contig107063_1086_1086	Contig107063	1086	1086
Contig107063_1117_1117	Contig107063	1117	1117
Contig107063_1121_1121	Contig107063	1121	1121
Contig107063_1162_1162	Contig107063	1162	1162
Contig107063_1178_1178	Contig107063	1178	1178
Contig107072_749_749	Contig107072	749	749
Contig107074_59_59	Contig107074	59	59
Contig107074_68_68	Contig107074	68	68
Contig107074_73_73	Contig107074	73	73
Contig107086_1444_1444	Contig107086	1444	1444
Contig107086_1458_1458	Contig107086	1458	1458
Contig107155_126_126	Contig107155	126	126
Contig107_15854_15854	Contig107	15854	15854
Contig107171_1150_1150	Contig107171	1150	1150
Contig107182_1226_1226	Contig107182	1226	1226
Contig107182_1228_1228	Contig107182	1228	1228
Contig107198_5071_5071	Contig107198	5071	5071
Contig107293_69_69	Contig107293	69	69
Contig107305_646_646	Contig107305	646	646
Contig10731_10189_10189	Contig10731	10189	10189
Contig107330_962_962	Contig107330	962	962
Contig107330_970_970	Contig107330	970	970
Contig10734_1410_1410	Contig10734	1410	1410
Contig107347_7237_7237	Contig107347	7237	7237
Contig107347_7249_7249	Contig107347	7249	7249
Contig107347_7255_7255	Contig107347	7255	7255
Contig107347_7273_7273	Contig107347	7273	7273
Contig107347_7279_7279	Contig107347	7279	7279
Contig107370_1082_1082	Contig107370	1082	1082
Contig107370_1097_1097	Contig107370	1097	1097
Contig107370_1104_1104	Contig107370	1104	1104
Contig107370_1106_1106	Contig107370	1106	1106
Contig107370_1109_1109	Contig107370	1109	1109
Contig107370_1128_1128	Contig107370	1128	1128
Contig107370_1134_1134	Contig107370	1134	1134
Contig107370_1226_1226	Contig107370	1226	1226
Contig107370_2196_2196	Contig107370	2196	2196
Contig107370_2234_2234	Contig107370	2234	2234
Contig107370_2240_2240	Contig107370	2240	2240
Contig107370_2253_2253	Contig107370	2253	2253
Contig107370_2262_2262	Contig107370	2262	2262
Contig107370_2297_2297	Contig107370	2297	2297
Contig107370_2313_2313	Contig107370	2313	2313
Contig107370_2321_2321	Contig107370	2321	2321
Contig107370_2334_2334	Contig107370	2334	2334
Contig107370_2356_2356	Contig107370	2356	2356
Contig107376_1561_1561	Contig107376	1561	1561
Contig107376_1701_1701	Contig107376	1701	1701
Contig107376_1721_1721	Contig107376	1721	1721
Contig107376_1730_1730	Contig107376	1730	1730
Contig107376_1733_1733	Contig107376	1733	1733
Contig107376_1754_1754	Contig107376	1754	1754
Contig107393_2663_2663	Contig107393	2663	2663
Contig1074_12498_12498	Contig1074	12498	12498
Contig1074_12509_12509	Contig1074	12509	12509
Contig1074_12712_12712	Contig1074	12712	12712
Contig1074_12755_12755	Contig1074	12755	12755
Contig1074_12802_12802	Contig1074	12802	12802
Contig1074_12822_12822	Contig1074	12822	12822
Contig1074_12837_12837	Contig1074	12837	12837
Contig1074_12840_12840	Contig1074	12840	12840
Contig1074_12861_12861	Contig1074	12861	12861
Contig1074_12902_12902	Contig1074	12902	12902
Contig107_42222_42222	Contig107	42222	42222
Contig107460_12415_12415	Contig107460	12415	12415
Contig107460_12436_12436	Contig107460	12436	12436
Contig107460_14742_14742	Contig107460	14742	14742
Contig107460_14817_14817	Contig107460	14817	14817
Contig107460_14826_14826	Contig107460	14826	14826
Contig107460_14866_14866	Contig107460	14866	14866
