contig_gene,start_gene,end_gene,notes_gene,pval.treatment,adj.pval.pop,ID,Parent,Name,Alias,AED,eAED,Note,Ontology_term,Dbxref
Contig51862,1,19023,"ID=OLUR_00012083;Name=OLUR_00012083;Alias=maker-Contig51862-snap-gene-0.2;Note=Similar to LanA: Laminin subunit alpha (Drosophila melanogaster OX%3D7227);Dbxref=CDD:cd00055,Gene3D:G3DSA:2.10.25.10,Gene3D:G3DSA:2.170.300.10,Gene3D:G3DSA:2.60.120.1490,InterPro:IPR000742,InterPro:IPR002049,InterPro:IPR008211,InterPro:IPR038684,PRINTS:PR00011,Pfam:PF00053,Pfam:PF00055,ProSitePatterns:PS01248,ProSiteProfiles:PS50027,ProSiteProfiles:PS51117,SMART:SM00136,SMART:SM00180,SMART:SM00181,SUPERFAMILY:SSF57196;",1.7734534702684054e-4,0.001582283875700497,ID=OLUR_00012083;,NA,Name=OLUR_00012083;,Alias=maker-Contig51862-snap-gene-0.2;,NA,NA,Note=Similar to LanA: Laminin subunit alpha (Drosophila melanogaster OX%3D7227);,NA,"Dbxref=CDD:cd00055,Gene3D:G3DSA:2.10.25.10,Gene3D:G3DSA:2.170.300.10,Gene3D:G3DSA:2.60.120.1490,InterPro:IPR000742,InterPro:IPR002049,InterPro:IPR008211,InterPro:IPR038684,PRINTS:PR00011,Pfam:PF00053,Pfam:PF00055,ProSitePatterns:PS01248,ProSiteProfiles:PS50027,ProSiteProfiles:PS51117,SMART:SM00136,SMART:SM00180,SMART:SM00181,SUPERFAMILY:SSF57196;"
Contig52686,1,4273,"ID=OLUR_00026734;Name=OLUR_00026734;Alias=maker-Contig52686-snap-gene-0.2;Note=Protein of unknown function;Dbxref=CDD:cd04508,Gene3D:G3DSA:2.30.30.140,Gene3D:G3DSA:2.40.50.90,InterPro:IPR002999,InterPro:IPR035437,Pfam:PF00567,ProSiteProfiles:PS50304,SUPERFAMILY:SSF63748;",1.9250882810590906e-5,2.4062101884314249e-4,ID=OLUR_00026734;,NA,Name=OLUR_00026734;,Alias=maker-Contig52686-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,NA,"Dbxref=CDD:cd04508,Gene3D:G3DSA:2.30.30.140,Gene3D:G3DSA:2.40.50.90,InterPro:IPR002999,InterPro:IPR035437,Pfam:PF00567,ProSiteProfiles:PS50304,SUPERFAMILY:SSF63748;"
Contig53993,1,14403,"ID=OLUR_00016113;Name=OLUR_00016113;Alias=maker-Contig53993-snap-gene-0.2;Note=Similar to pyc-1: Pyruvate carboxylase 1 (Caenorhabditis elegans OX%3D6239);Dbxref=Gene3D:G3DSA:3.10.600.10,Gene3D:G3DSA:3.30.470.130,InterPro:IPR005479,InterPro:IPR005482,InterPro:IPR011054,InterPro:IPR011761,InterPro:IPR011764,Pfam:PF02785,Pfam:PF02786,ProSitePatterns:PS00867,ProSiteProfiles:PS50975,ProSiteProfiles:PS50979,SMART:SM00878,SUPERFAMILY:SSF51246,SUPERFAMILY:SSF56059;Ontology_term=GO:0005524,GO:0046872;",3.849149330928533e-8,9.043807753489562e-7,ID=OLUR_00016113;,NA,Name=OLUR_00016113;,Alias=maker-Contig53993-snap-gene-0.2;,NA,NA,Note=Similar to pyc-1: Pyruvate carboxylase 1 (Caenorhabditis elegans OX%3D6239);,"Ontology_term=GO:0005524,GO:0046872;","Dbxref=Gene3D:G3DSA:3.10.600.10,Gene3D:G3DSA:3.30.470.130,InterPro:IPR005479,InterPro:IPR005482,InterPro:IPR011054,InterPro:IPR011761,InterPro:IPR011764,Pfam:PF02785,Pfam:PF02786,ProSitePatterns:PS00867,ProSiteProfiles:PS50975,ProSiteProfiles:PS50979,SMART:SM00878,SUPERFAMILY:SSF51246,SUPERFAMILY:SSF56059;"
Contig54534,1,9576,"ID=OLUR_00021613;Name=OLUR_00021613;Alias=maker-Contig54534-snap-gene-0.1;Note=Similar to Nckipsd: NCK-interacting protein with SH3 domain (Mus musculus OX%3D10090);Dbxref=InterPro:IPR018556,MobiDBLite:mobidb-lite,Pfam:PF09431;",0.006660339852341691,0.032419588637279236,ID=OLUR_00021613;,NA,Name=OLUR_00021613;,Alias=maker-Contig54534-snap-gene-0.1;,NA,NA,Note=Similar to Nckipsd: NCK-interacting protein with SH3 domain (Mus musculus OX%3D10090);,NA,"Dbxref=InterPro:IPR018556,MobiDBLite:mobidb-lite,Pfam:PF09431;"
Contig55191,18687,30825,"ID=OLUR_00005852;Name=OLUR_00005852;Alias=maker-Contig55191-snap-gene-0.10;Note=Similar to Dnah1: Dynein heavy chain 1%2C axonemal (Mus musculus OX%3D10090);Dbxref=Coils:Coil,Gene3D:G3DSA:1.10.8.1220,Gene3D:G3DSA:1.20.920.20,Gene3D:G3DSA:3.40.50.11510,Gene3D:G3DSA:3.40.50.300,InterPro:IPR004273,InterPro:IPR024317,InterPro:IPR024743,InterPro:IPR035706,Pfam:PF03028,Pfam:PF12777,Pfam:PF12780,Pfam:PF12781;Ontology_term=GO:0003777,GO:0007018,GO:0030286;",0.0013269918663510604,0.008786660192731154,ID=OLUR_00005852;,NA,Name=OLUR_00005852;,Alias=maker-Contig55191-snap-gene-0.10;,NA,NA,Note=Similar to Dnah1: Dynein heavy chain 1%2C axonemal (Mus musculus OX%3D10090);,"Ontology_term=GO:0003777,GO:0007018,GO:0030286;","Dbxref=Coils:Coil,Gene3D:G3DSA:1.10.8.1220,Gene3D:G3DSA:1.20.920.20,Gene3D:G3DSA:3.40.50.11510,Gene3D:G3DSA:3.40.50.300,InterPro:IPR004273,InterPro:IPR024317,InterPro:IPR024743,InterPro:IPR035706,Pfam:PF03028,Pfam:PF12777,Pfam:PF12780,Pfam:PF12781;"
Contig55244,2343,7145,ID=OLUR_00021934;Name=OLUR_00021934;Alias=maker-Contig55244-snap-gene-0.4;Note=Similar to CNTRL: Centriolin (Homo sapiens OX%3D9606);Dbxref=Coils:Coil;,0.006622963313127723,0.032419588637279236,ID=OLUR_00021934;,NA,Name=OLUR_00021934;,Alias=maker-Contig55244-snap-gene-0.4;,NA,NA,Note=Similar to CNTRL: Centriolin (Homo sapiens OX%3D9606);,NA,Dbxref=Coils:Coil;
Contig56451,1,32781,"ID=OLUR_00005170;Name=OLUR_00005170;Alias=maker-Contig56451-snap-gene-0.1;Note=Similar to Ptprm: Receptor-type tyrosine-protein phosphatase mu (Mus musculus OX%3D10090);Dbxref=CDD:cd00047,Gene3D:G3DSA:3.90.190.10,InterPro:IPR000242,InterPro:IPR003595,InterPro:IPR029021,MobiDBLite:mobidb-lite,PRINTS:PR00700,Pfam:PF00102,ProSiteProfiles:PS50055,SMART:SM00194,SMART:SM00404,SUPERFAMILY:SSF52799;Ontology_term=GO:0004725,GO:0006470;",0.003013106349359925,0.01620201883964545,ID=OLUR_00005170;,NA,Name=OLUR_00005170;,Alias=maker-Contig56451-snap-gene-0.1;,NA,NA,Note=Similar to Ptprm: Receptor-type tyrosine-protein phosphatase mu (Mus musculus OX%3D10090);,"Ontology_term=GO:0004725,GO:0006470;","Dbxref=CDD:cd00047,Gene3D:G3DSA:3.90.190.10,InterPro:IPR000242,InterPro:IPR003595,InterPro:IPR029021,MobiDBLite:mobidb-lite,PRINTS:PR00700,Pfam:PF00102,ProSiteProfiles:PS50055,SMART:SM00194,SMART:SM00404,SUPERFAMILY:SSF52799;"
Contig565,18183,29628,"ID=OLUR_00003136;Name=OLUR_00003136;Alias=snap_masked-Contig565-processed-gene-0.4;Note=Similar to Prdm1: PR domain zinc finger protein 1 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:2.170.270.10,Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,PIRSF:PIRSF013212,Pfam:PF00096,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;Ontology_term=GO:0003676;",1.5201368635308582e-7,3.276408562411591e-6,ID=OLUR_00003136;,NA,Name=OLUR_00003136;,Alias=snap_masked-Contig565-processed-gene-0.4;,NA,NA,Note=Similar to Prdm1: PR domain zinc finger protein 1 (Mus musculus OX%3D10090);,Ontology_term=GO:0003676;,"Dbxref=Gene3D:G3DSA:2.170.270.10,Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,PIRSF:PIRSF013212,Pfam:PF00096,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;"
Contig57333,1389,18631,"ID=OLUR_00009902;Name=OLUR_00009902;Alias=maker-Contig57333-snap-gene-0.3;Note=Similar to PEX13: Peroxisomal membrane protein PEX13 (Homo sapiens OX%3D9606);Dbxref=CDD:cd11864,Gene3D:G3DSA:2.30.30.40,InterPro:IPR001452,InterPro:IPR007223,InterPro:IPR036028,MobiDBLite:mobidb-lite,Pfam:PF04088,SMART:SM00326,SUPERFAMILY:SSF50044;Ontology_term=GO:0005515,GO:0005777,GO:0016021,GO:0016560;",6.886116339882929e-4,0.005567261767420991,ID=OLUR_00009902;,NA,Name=OLUR_00009902;,Alias=maker-Contig57333-snap-gene-0.3;,NA,NA,Note=Similar to PEX13: Peroxisomal membrane protein PEX13 (Homo sapiens OX%3D9606);,"Ontology_term=GO:0005515,GO:0005777,GO:0016021,GO:0016560;","Dbxref=CDD:cd11864,Gene3D:G3DSA:2.30.30.40,InterPro:IPR001452,InterPro:IPR007223,InterPro:IPR036028,MobiDBLite:mobidb-lite,Pfam:PF04088,SMART:SM00326,SUPERFAMILY:SSF50044;"
Contig58063,1,3624,"ID=OLUR_00021262;Name=OLUR_00021262;Alias=snap_masked-Contig58063-processed-gene-0.0;Note=Similar to C7orf26: Uncharacterized protein C7orf26 (Homo sapiens OX%3D9606);Dbxref=InterPro:IPR027844,Pfam:PF14964;",7.259412474366391e-4,0.005810430843618734,ID=OLUR_00021262;,NA,Name=OLUR_00021262;,Alias=snap_masked-Contig58063-processed-gene-0.0;,NA,NA,Note=Similar to C7orf26: Uncharacterized protein C7orf26 (Homo sapiens OX%3D9606);,NA,"Dbxref=InterPro:IPR027844,Pfam:PF14964;"
Contig58063,6480,9853,ID=OLUR_00021263;Name=OLUR_00021263;Alias=maker-Contig58063-snap-gene-0.1;Note=Protein of unknown function;,0.009227558229164391,0.041651378327924,ID=OLUR_00021263;,NA,Name=OLUR_00021263;,Alias=maker-Contig58063-snap-gene-0.1;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig60274,1046,11550,"ID=OLUR_00019214;Name=OLUR_00019214;Alias=maker-Contig60274-snap-gene-0.1;Note=Similar to RNF169: E3 ubiquitin-protein ligase RNF169 (Bos taurus OX%3D9913);Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",4.2616071281995885e-17,2.7315197048908085e-15,ID=OLUR_00019214;,NA,Name=OLUR_00019214;,Alias=maker-Contig60274-snap-gene-0.1;,NA,NA,Note=Similar to RNF169: E3 ubiquitin-protein ligase RNF169 (Bos taurus OX%3D9913);,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig61862,12144,25186,"ID=OLUR_00008283;Name=OLUR_00008283;Alias=maker-Contig61862-snap-gene-0.3;Note=Similar to FRMD6: FERM domain-containing protein 6 (Homo sapiens OX%3D9606);Dbxref=CDD:cd13185,CDD:cd14473,Gene3D:G3DSA:1.20.80.10,Gene3D:G3DSA:2.30.29.30,Gene3D:G3DSA:3.10.20.90,InterPro:IPR000299,InterPro:IPR011993,InterPro:IPR014352,InterPro:IPR018979,InterPro:IPR018980,InterPro:IPR019748,InterPro:IPR019749,InterPro:IPR029071,InterPro:IPR035963,MobiDBLite:mobidb-lite,PRINTS:PR00935,Pfam:PF00373,Pfam:PF09379,Pfam:PF09380,ProSiteProfiles:PS50057,SMART:SM00295,SMART:SM01196,SUPERFAMILY:SSF47031,SUPERFAMILY:SSF50729,SUPERFAMILY:SSF54236;Ontology_term=GO:0005856;",0.007617161012768651,0.036197327422480684,ID=OLUR_00008283;,NA,Name=OLUR_00008283;,Alias=maker-Contig61862-snap-gene-0.3;,NA,NA,Note=Similar to FRMD6: FERM domain-containing protein 6 (Homo sapiens OX%3D9606);,Ontology_term=GO:0005856;,"Dbxref=CDD:cd13185,CDD:cd14473,Gene3D:G3DSA:1.20.80.10,Gene3D:G3DSA:2.30.29.30,Gene3D:G3DSA:3.10.20.90,InterPro:IPR000299,InterPro:IPR011993,InterPro:IPR014352,InterPro:IPR018979,InterPro:IPR018980,InterPro:IPR019748,InterPro:IPR019749,InterPro:IPR029071,InterPro:IPR035963,MobiDBLite:mobidb-lite,PRINTS:PR00935,Pfam:PF00373,Pfam:PF09379,Pfam:PF09380,ProSiteProfiles:PS50057,SMART:SM00295,SMART:SM01196,SUPERFAMILY:SSF47031,SUPERFAMILY:SSF50729,SUPERFAMILY:SSF54236;"
Contig65075,1,8612,ID=OLUR_00022861;Name=OLUR_00022861;Alias=maker-Contig65075-snap-gene-0.1;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,6.241062372415282e-4,0.005076486469826521,ID=OLUR_00022861;,NA,Name=OLUR_00022861;,Alias=maker-Contig65075-snap-gene-0.1;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig65143,1,3161,ID=OLUR_00030101;Name=OLUR_00030101;Alias=snap_masked-Contig65143-processed-gene-0.0;Note=Protein of unknown function;,0.006049948497887307,0.029958088606349263,ID=OLUR_00030101;,NA,Name=OLUR_00030101;,Alias=snap_masked-Contig65143-processed-gene-0.0;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig67758,3541,8755,"ID=OLUR_00012954;Name=OLUR_00012954;Alias=snap_masked-Contig67758-processed-gene-0.0;Note=Similar to ZBTB45: Zinc finger and BTB domain-containing protein 45 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,Pfam:PF00096,Pfam:PF13894,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;Ontology_term=GO:0003676;",0.0022562774149713282,0.01365395327987153,ID=OLUR_00012954;,NA,Name=OLUR_00012954;,Alias=snap_masked-Contig67758-processed-gene-0.0;,NA,NA,Note=Similar to ZBTB45: Zinc finger and BTB domain-containing protein 45 (Homo sapiens OX%3D9606);,Ontology_term=GO:0003676;,"Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,Pfam:PF00096,Pfam:PF13894,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;"
Contig695,1,20057,"ID=OLUR_00011341;Name=OLUR_00011341;Alias=maker-Contig695-snap-gene-0.3;Note=Similar to ttn-1: Titin homolog (Caenorhabditis elegans OX%3D6239);Dbxref=CDD:cd00096,Coils:Coil,Gene3D:G3DSA:2.60.40.10,InterPro:IPR003598,InterPro:IPR003599,InterPro:IPR007110,InterPro:IPR013098,InterPro:IPR013783,InterPro:IPR022189,InterPro:IPR036179,MobiDBLite:mobidb-lite,Pfam:PF07679,Pfam:PF12510,ProSiteProfiles:PS50835,SMART:SM00408,SMART:SM00409,SUPERFAMILY:SSF48726;",9.786675406368486e-4,0.007026531189715861,ID=OLUR_00011341;,NA,Name=OLUR_00011341;,Alias=maker-Contig695-snap-gene-0.3;,NA,NA,Note=Similar to ttn-1: Titin homolog (Caenorhabditis elegans OX%3D6239);,NA,"Dbxref=CDD:cd00096,Coils:Coil,Gene3D:G3DSA:2.60.40.10,InterPro:IPR003598,InterPro:IPR003599,InterPro:IPR007110,InterPro:IPR013098,InterPro:IPR013783,InterPro:IPR022189,InterPro:IPR036179,MobiDBLite:mobidb-lite,Pfam:PF07679,Pfam:PF12510,ProSiteProfiles:PS50835,SMART:SM00408,SMART:SM00409,SUPERFAMILY:SSF48726;"
Contig69655,1,8442,"ID=OLUR_00023112;Name=OLUR_00023112;Alias=maker-Contig69655-snap-gene-0.2;Note=Protein of unknown function;Dbxref=Coils:Coil,Gene3D:G3DSA:3.40.50.10140,InterPro:IPR035897,MobiDBLite:mobidb-lite;",1.3953630449503333e-4,0.001258969450015999,ID=OLUR_00023112;,NA,Name=OLUR_00023112;,Alias=maker-Contig69655-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,NA,"Dbxref=Coils:Coil,Gene3D:G3DSA:3.40.50.10140,InterPro:IPR035897,MobiDBLite:mobidb-lite;"
Contig71473,1,15421,"ID=OLUR_00011144;Name=OLUR_00011144;Alias=maker-Contig71473-snap-gene-0.4;Note=Similar to Znf260: Zinc finger protein 260 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,Pfam:PF00096,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;Ontology_term=GO:0003676;",1.582588758928215e-7,3.276408562411591e-6,ID=OLUR_00011144;,NA,Name=OLUR_00011144;,Alias=maker-Contig71473-snap-gene-0.4;,NA,NA,Note=Similar to Znf260: Zinc finger protein 260 (Mus musculus OX%3D10090);,Ontology_term=GO:0003676;,"Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,Pfam:PF00096,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;"
Contig72720,1,5908,"ID=OLUR_00026612;Name=OLUR_00026612;Alias=maker-Contig72720-snap-gene-0.2;Note=Similar to Svil: Supervillin (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:3.40.20.10,InterPro:IPR007123,InterPro:IPR029006,MobiDBLite:mobidb-lite,Pfam:PF00626,SUPERFAMILY:SSF55753;",0.0011089505007211065,0.0075423696195055226,ID=OLUR_00026612;,NA,Name=OLUR_00026612;,Alias=maker-Contig72720-snap-gene-0.2;,NA,NA,Note=Similar to Svil: Supervillin (Mus musculus OX%3D10090);,NA,"Dbxref=Gene3D:G3DSA:3.40.20.10,InterPro:IPR007123,InterPro:IPR029006,MobiDBLite:mobidb-lite,Pfam:PF00626,SUPERFAMILY:SSF55753;"
Contig75642,10741,13996,"ID=OLUR_00016539;Name=OLUR_00016539;Alias=snap_masked-Contig75642-processed-gene-0.0;Note=Similar to PRSS12: Neurotrypsin (Gorilla gorilla gorilla OX%3D9595);Dbxref=Gene3D:G3DSA:3.10.250.10,InterPro:IPR001190,InterPro:IPR017448,InterPro:IPR036772,PRINTS:PR00258,Pfam:PF00530,ProSiteProfiles:PS50287,SMART:SM00202,SUPERFAMILY:SSF56487;Ontology_term=GO:0005044,GO:0016020;",0.007489789322276228,0.03601932295922997,ID=OLUR_00016539;,NA,Name=OLUR_00016539;,Alias=snap_masked-Contig75642-processed-gene-0.0;,NA,NA,Note=Similar to PRSS12: Neurotrypsin (Gorilla gorilla gorilla OX%3D9595);,"Ontology_term=GO:0005044,GO:0016020;","Dbxref=Gene3D:G3DSA:3.10.250.10,InterPro:IPR001190,InterPro:IPR017448,InterPro:IPR036772,PRINTS:PR00258,Pfam:PF00530,ProSiteProfiles:PS50287,SMART:SM00202,SUPERFAMILY:SSF56487;"
Contig76256,1,5883,ID=OLUR_00026649;Name=OLUR_00026649;Alias=maker-Contig76256-snap-gene-0.2;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,7.73064113007496e-5,7.820441506838457e-4,ID=OLUR_00026649;,NA,Name=OLUR_00026649;,Alias=maker-Contig76256-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig79203,1,9392,"ID=OLUR_00021854;Name=OLUR_00021854;Alias=maker-Contig79203-snap-gene-0.2;Note=Similar to Nf2: Merlin (Fragment) (Rattus norvegicus OX%3D10116);Dbxref=CDD:cd13194,Coils:Coil,Gene3D:G3DSA:1.25.40.1020,Gene3D:G3DSA:2.30.29.30,InterPro:IPR000299,InterPro:IPR008954,InterPro:IPR011259,InterPro:IPR011993,InterPro:IPR018980,Pfam:PF00769,Pfam:PF09380,ProSiteProfiles:PS50057,SMART:SM01196,SUPERFAMILY:SSF48678,SUPERFAMILY:SSF50729;Ontology_term=GO:0003779,GO:0005856;",3.656991897737528e-5,4.2711106537424306e-4,ID=OLUR_00021854;,NA,Name=OLUR_00021854;,Alias=maker-Contig79203-snap-gene-0.2;,NA,NA,Note=Similar to Nf2: Merlin (Fragment) (Rattus norvegicus OX%3D10116);,"Ontology_term=GO:0003779,GO:0005856;","Dbxref=CDD:cd13194,Coils:Coil,Gene3D:G3DSA:1.25.40.1020,Gene3D:G3DSA:2.30.29.30,InterPro:IPR000299,InterPro:IPR008954,InterPro:IPR011259,InterPro:IPR011993,InterPro:IPR018980,Pfam:PF00769,Pfam:PF09380,ProSiteProfiles:PS50057,SMART:SM01196,SUPERFAMILY:SSF48678,SUPERFAMILY:SSF50729;"
Contig81774,1,3203,ID=OLUR_00028080;Name=OLUR_00028080;Alias=maker-Contig81774-snap-gene-0.1;Note=Protein of unknown function;,0.008122506207267077,0.0379903792951686,ID=OLUR_00028080;,NA,Name=OLUR_00028080;,Alias=maker-Contig81774-snap-gene-0.1;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig82531,1,3491,"ID=OLUR_00029707;Name=OLUR_00029707;Alias=maker-Contig82531-snap-gene-0.2;Note=Protein of unknown function;Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",0.0029852738086625506,0.01620201883964545,ID=OLUR_00029707;,NA,Name=OLUR_00029707;,Alias=maker-Contig82531-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig87926,1,4684,ID=OLUR_00021167;Name=OLUR_00021167;Alias=snap_masked-Contig87926-processed-gene-0.0;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,0.006353091285003404,0.031342960206556206,ID=OLUR_00021167;,NA,Name=OLUR_00021167;,Alias=snap_masked-Contig87926-processed-gene-0.0;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig915,1,20855,"ID=OLUR_00010809;Name=OLUR_00010809;Alias=maker-Contig915-snap-gene-0.2;Note=Similar to Megf6: Multiple epidermal growth factor-like domains protein 6 (Rattus norvegicus OX%3D10116);Dbxref=Gene3D:G3DSA:2.170.300.10,InterPro:IPR000742,InterPro:IPR002049,InterPro:IPR013032,PRINTS:PR00011,Pfam:PF00053,ProSitePatterns:PS00022,ProSitePatterns:PS01186,ProSiteProfiles:PS50026,SMART:SM00180,SMART:SM00181;",3.448213792027885e-4,0.0029547688664949105,ID=OLUR_00010809;,NA,Name=OLUR_00010809;,Alias=maker-Contig915-snap-gene-0.2;,NA,NA,Note=Similar to Megf6: Multiple epidermal growth factor-like domains protein 6 (Rattus norvegicus OX%3D10116);,NA,"Dbxref=Gene3D:G3DSA:2.170.300.10,InterPro:IPR000742,InterPro:IPR002049,InterPro:IPR013032,PRINTS:PR00011,Pfam:PF00053,ProSitePatterns:PS00022,ProSitePatterns:PS01186,ProSiteProfiles:PS50026,SMART:SM00180,SMART:SM00181;"
Contig98338,1,6187,ID=OLUR_00026218;Name=OLUR_00026218;Alias=maker-Contig98338-snap-gene-0.1;Note=Similar to large1: LARGE xylosyl- and glucuronyltransferase 1 (Danio rerio OX%3D7955);Dbxref=Pfam:PF13896;,3.484728989725716e-6,5.2480542604666235e-5,ID=OLUR_00026218;,NA,Name=OLUR_00026218;,Alias=maker-Contig98338-snap-gene-0.1;,NA,NA,Note=Similar to large1: LARGE xylosyl- and glucuronyltransferase 1 (Danio rerio OX%3D7955);,NA,Dbxref=Pfam:PF13896;
