siteID	coverage1	coverage2	coverage3	coverage4	coverage5	coverage6	coverage7	coverage8	coverage9	coverage10	coverage11	coverage12	coverage13	coverage14	coverage15	coverage16	coverage17	coverage18
Contig102994_661	16	19	19	14	10	0	18	18	20	39	47	13	44	45	44	42	39	17
Contig102994_666	16	18	20	14	0	11	19	17	22	34	41	15	41	39	42	44	36	19
Contig102994_679	17	17	18	23	0	10	34	16	28	45	41	13	44	49	49	51	40	21
Contig102994_681	17	15	19	25	0	10	32	15	27	42	41	11	36	47	48	49	39	19
Contig102994_767	27	15	18	18	20	0	32	24	24	46	50	24	46	42	55	47	41	32
Contig102994_804	17	25	15	31	10	10	27	25	30	41	42	11	36	34	47	41	43	26
Contig102994_811	29	28	17	37	12	10	34	27	39	46	52	10	40	42	60	46	47	33
Contig102998_1609	21	0	30	30	21	16	14	33	34	52	30	35	43	37	41	23	34	44
Contig102998_1953	20	13	19	15	15	10	19	19	17	19	23	16	21	23	22	21	18	22
Contig102998_1959	25	16	20	22	18	13	21	22	22	25	27	18	24	28	29	27	22	26
Contig102998_2099	14	18	15	18	13	11	15	19	16	33	26	16	23	19	24	20	22	21
Contig102998_2108	14	16	15	18	11	10	15	19	14	28	25	15	23	18	25	18	22	19
Contig102998_2210	13	16	13	0	11	12	14	10	17	24	14	12	17	13	23	17	11	14
Contig102998_2221	15	15	15	11	13	13	19	14	15	22	20	14	22	17	22	21	20	18
Contig102998_2231	13	14	15	0	12	13	16	14	16	20	18	13	19	17	20	20	20	19
Contig103018_2289	12	13	16	16	0	11	16	10	21	25	20	10	19	25	27	18	19	15
Contig103019_999	13	10	16	15	10	0	14	11	12	21	0	10	22	18	29	17	24	16
Contig103019_1016	15	10	18	17	11	0	14	15	15	20	15	13	26	19	28	21	23	15
Contig103020_4894	14	10	16	20	12	17	18	11	34	24	44	13	12	37	46	37	35	0
Contig103020_4906	34	13	17	27	14	22	19	18	46	45	53	15	33	50	53	50	54	12
Contig103020_4916	33	14	20	27	16	17	20	21	51	36	44	18	29	52	49	50	53	15
Contig103096_1818	14	14	19	16	12	0	14	16	19	17	21	13	23	40	42	47	19	16
Contig1031_14644	14	17	21	19	13	0	15	20	19	22	21	18	35	18	33	28	23	26
Contig103154_1973	11	21	21	14	10	0	16	18	25	36	34	14	46	22	0	43	22	34
Contig103180_99	13	13	15	16	12	13	16	12	19	38	60	11	36	48	22	49	17	10
Contig103186_2987	13	12	12	16	0	10	13	23	14	22	40	13	33	41	28	44	16	11
Contig103186_2999	11	12	15	17	0	10	16	16	12	21	43	12	16	47	39	39	20	15
Contig103223_10912	18	17	15	17	17	15	17	10	15	15	16	18	16	18	19	19	17	17
Contig103363_101	18	11	32	31	11	14	19	27	30	42	56	0	47	45	51	49	26	23
Contig103363_107	15	10	28	20	14	11	18	23	17	42	57	0	46	47	47	50	23	21
Contig103405_214	13	14	10	19	11	10	16	13	21	19	15	14	28	34	31	38	17	0
Contig103456_3111	17	14	21	10	11	18	18	15	16	26	30	10	18	34	34	26	19	17
Contig103483_2610	15	13	11	10	16	12	15	12	17	11	12	15	15	14	15	10	0	15
Contig103503_7028	14	15	11	20	12	0	18	21	24	35	39	21	44	44	47	50	30	27
Contig103503_7067	16	14	14	16	13	0	11	12	14	20	24	13	21	24	31	27	16	14
Contig103503_7072	14	19	16	14	15	0	11	13	16	18	21	15	27	28	41	45	18	13
Contig10351_1056	10	12	15	27	10	0	30	28	31	32	54	0	42	49	49	54	36	25
Contig103587_385	12	14	19	11	11	0	12	13	12	19	17	10	27	19	19	28	15	12
Contig103587_652	33	26	16	12	26	14	37	33	27	33	48	32	44	53	45	52	33	35
Contig103618_2456	13	12	17	13	0	10	11	19	12	34	44	0	35	45	50	37	35	26
Contig103638_1789	14	18	16	25	0	14	13	13	18	18	0	14	22	17	21	12	17	17
Contig103638_1872	19	22	12	19	15	23	22	15	18	19	0	20	28	31	23	22	19	20
Contig103645_2496	21	17	19	20	23	23	27	21	21	15	0	23	18	15	13	18	13	15
Contig103645_4225	15	14	18	17	16	10	25	18	19	22	22	14	23	22	22	26	24	15
Contig103645_4302	12	0	13	14	13	10	18	11	15	18	18	10	15	25	20	28	16	14
Contig103645_4308	20	17	26	19	18	12	29	19	23	26	39	16	38	38	41	45	25	19
Contig103727_7533	19	13	26	16	11	11	17	25	31	26	12	15	18	27	14	15	14	10
Contig10373_231	30	14	30	30	19	25	19	15	13	15	39	11	23	47	44	44	20	12
Contig10373_235	19	15	22	22	18	24	20	16	14	14	25	10	22	43	42	47	22	13
Contig10373_367	18	11	30	10	11	14	13	15	0	14	31	11	35	29	34	38	18	13
Contig10373_373	19	16	34	17	14	16	16	20	11	14	33	15	46	40	41	51	31	17
Contig10373_375	20	17	40	18	13	16	16	22	11	16	38	16	49	45	45	55	33	19
Contig10373_404	38	27	45	27	29	22	36	22	36	24	49	38	51	53	47	62	46	44
Contig10373_609	27	23	28	20	13	20	21	16	10	12	10	20	19	41	20	36	22	12
Contig10373_619	13	10	11	15	15	15	15	12	0	10	0	19	12	30	20	32	18	12
Contig103951_3406	34	19	37	38	32	37	43	32	56	27	34	44	43	53	38	43	24	45
Contig103951_3521	15	17	14	14	14	13	16	15	14	16	13	15	16	29	18	15	16	26
Contig103951_3926	28	10	13	30	0	14	28	14	16	32	32	28	42	42	49	49	31	16
Contig104009_1457	17	14	17	17	14	0	16	15	22	24	28	11	40	19	35	33	20	18
Contig104009_1529	11	16	17	19	13	12	14	11	19	37	10	11	24	19	34	36	34	19
Contig104029_1208	10	12	11	11	12	10	0	15	15	21	0	16	18	17	17	15	18	20
Contig104029_1263	15	13	11	13	14	0	10	13	14	12	16	12	16	18	19	16	17	15
Contig104047_716	11	24	10	12	13	0	22	13	14	17	14	10	26	32	24	28	15	25
Contig104047_800	14	22	14	23	13	11	28	15	26	31	27	12	30	41	44	40	21	13
Contig104047_807	29	20	27	32	13	21	32	15	30	42	28	18	34	43	47	41	33	27
Contig104047_819	31	17	37	35	14	27	31	22	24	40	35	23	36	43	52	36	39	31
Contig104047_854	13	10	23	11	11	10	23	20	27	32	11	22	29	32	33	29	18	28
Contig104047_859	13	10	22	11	13	10	21	0	28	18	10	11	18	32	27	27	17	10
Contig104064_2670	16	16	12	15	14	0	17	13	11	15	0	16	20	22	19	19	11	29
Contig104064_2685	12	12	13	11	11	0	17	15	12	15	0	15	17	18	18	20	15	15
Contig104139_12	15	19	19	22	11	14	17	17	30	18	10	20	18	17	15	15	15	18
Contig104145_10241	12	25	17	13	0	11	16	15	17	21	44	0	16	42	48	48	23	10
Contig104145_10248	17	17	17	17	0	11	15	17	19	26	39	0	22	33	48	48	23	16
Contig104178_12456	16	15	17	16	15	19	16	15	23	12	10	14	21	21	19	18	21	21
Contig104198_11872	12	14	10	15	11	10	12	11	0	17	19	0	19	20	18	24	13	12
Contig104288_1113	24	25	10	11	12	0	24	11	12	37	41	10	40	45	43	49	32	13
Contig104449_9317	10	12	31	25	26	0	33	11	22	0	14	22	12	24	32	26	10	14
Contig104449_9326	20	26	36	31	35	0	39	27	28	12	25	29	24	34	42	33	29	16
Contig104531_8146	13	18	22	18	14	14	17	16	12	14	14	14	20	21	17	17	18	18
Contig104531_8149	14	19	21	20	16	15	18	19	14	12	14	14	21	18	20	14	18	16
Contig104531_8158	17	26	29	26	22	23	27	28	26	18	21	22	30	26	25	33	21	18
Contig104545_2191	10	10	12	14	0	12	11	18	22	23	15	0	11	29	33	16	15	15
Contig104545_2340	12	11	12	21	0	10	13	15	17	35	42	13	30	31	37	41	24	21
Contig104545_2344	12	13	13	22	10	12	18	14	17	38	45	12	33	33	38	48	26	23
Contig104545_2398	17	14	16	20	0	10	17	19	18	34	29	14	22	22	27	28	21	25
Contig104545_2503	11	15	16	11	13	0	24	13	16	42	52	0	43	39	50	53	43	23
Contig104545_2515	17	19	27	12	11	10	36	21	15	41	52	0	26	44	49	47	36	15
Contig104545_2539	13	12	13	12	0	10	28	17	13	36	43	14	33	41	39	46	26	14
Contig104545_2608	23	13	17	19	10	12	22	16	21	37	36	15	33	27	38	38	25	27
Contig104545_2635	19	16	14	23	10	11	16	19	14	33	31	14	29	46	31	46	22	13
Contig104545_2647	20	13	12	18	11	0	23	17	15	33	29	17	21	28	30	26	25	19
Contig104572_3203	16	10	10	15	11	11	26	26	29	38	27	11	30	27	34	42	28	12
Contig104579_3307	12	11	13	10	0	12	12	15	13	13	15	12	15	12	15	15	15	15
Contig104598_4227	11	11	10	15	10	0	14	16	15	19	20	11	19	16	16	20	14	14
Contig104598_4229	12	11	11	13	10	0	16	12	14	19	18	10	18	15	20	19	15	13
Contig104598_4234	11	11	10	15	10	0	15	13	13	18	18	11	19	15	19	19	15	12
Contig104598_4267	16	11	0	14	11	15	19	16	13	34	38	12	31	23	16	34	20	16
Contig104598_4270	16	10	0	12	10	13	19	16	15	30	38	10	32	24	17	36	21	15
Contig1046_23614	12	12	15	15	11	0	14	10	15	11	16	13	13	20	32	24	12	12
Contig1046_24099	26	10	15	18	12	10	26	11	22	44	49	16	41	46	49	43	37	29
Contig1046_24110	23	19	22	20	20	18	18	16	15	42	53	16	47	55	51	47	31	22
Contig1046_24115	20	19	22	17	19	12	18	14	12	38	48	14	45	47	51	50	25	23
Contig1046_24133	21	12	19	17	14	12	12	17	15	37	42	14	44	50	49	46	37	22
Contig1046_24168	26	11	30	25	26	21	38	14	27	49	62	24	51	52	59	64	41	39
Contig1046_24175	23	11	26	27	22	0	33	12	24	42	49	21	47	49	52	57	41	30
Contig104639_10834	20	12	14	10	13	0	17	13	18	48	32	0	38	22	47	25	31	26
Contig104643_836	15	13	13	13	13	0	11	11	13	26	0	17	17	30	13	14	13	12
Contig104643_6699	14	11	14	23	12	0	12	16	20	25	32	16	20	28	20	27	16	15
Contig104643_6719	20	16	20	22	20	10	16	25	22	36	34	21	28	27	31	30	24	20
Contig104643_6752	11	13	15	25	10	0	11	15	26	34	43	13	34	32	44	47	37	26
Contig104683_828	31	29	15	36	22	30	34	40	11	48	36	36	54	43	27	47	21	40
Contig104683_834	39	32	34	40	31	37	40	47	0	58	44	42	69	59	28	51	43	50
Contig104683_871	17	23	24	30	12	11	30	10	0	39	10	16	43	42	10	30	29	33
Contig104754_2895	16	17	18	17	17	19	16	13	0	19	15	19	19	18	16	18	10	16
Contig104754_2899	21	17	15	17	20	23	17	14	11	20	15	21	18	20	14	16	10	17
Contig104754_2903	20	16	17	17	22	24	18	13	11	21	18	20	18	22	14	18	12	18
Contig104759_262	0	10	11	16	13	13	15	10	11	17	19	11	19	23	22	24	12	16
Contig104759_289	10	0	17	14	10	10	16	13	18	17	16	15	17	20	23	18	17	15
Contig104763_4721	26	12	18	25	12	0	17	13	30	18	11	13	28	46	35	38	23	25
Contig104763_4737	16	12	15	25	20	12	14	10	15	16	13	0	29	39	29	39	24	28
Contig104763_4746	21	13	14	16	15	14	20	15	17	18	18	0	21	26	24	30	21	15
Contig104804_3240	28	34	23	26	31	27	38	29	46	41	38	34	59	45	23	51	40	34
Contig104804_3244	30	35	23	30	30	25	36	26	34	37	36	32	54	43	21	51	38	34
Contig104804_3432	17	12	12	11	15	0	19	17	16	23	12	13	24	21	10	30	18	22
Contig104804_3436	16	13	11	11	15	0	18	13	18	23	11	14	25	21	0	30	18	20
Contig104831_1490	10	19	22	22	11	12	22	17	17	19	28	15	15	24	31	27	20	13
Contig104947_3193	10	12	11	0	12	12	16	13	13	14	23	14	17	21	27	28	17	12
Contig104975_1948	18	12	15	12	10	0	16	15	14	17	17	17	37	18	31	37	21	16
Contig104975_1953	23	15	19	15	12	0	18	19	18	18	18	18	37	30	35	41	27	16
Contig104975_1957	19	13	17	14	10	0	19	17	17	17	17	18	37	14	34	23	23	16
Contig104975_2287	17	14	14	13	15	14	18	28	18	23	0	10	27	34	22	32	25	16
Contig104987_978	25	0	18	18	11	15	24	18	26	18	57	0	40	55	44	53	36	12
Contig105_30281	11	14	14	0	13	13	12	15	20	10	0	14	17	14	13	12	15	18
Contig1050_7007	13	11	0	11	11	14	17	16	14	20	0	14	21	24	14	20	32	22
Contig1050_7028	11	11	10	10	10	32	35	37	33	39	0	10	34	41	31	27	42	31
Contig1050_7134	10	14	10	25	10	0	11	12	10	31	10	10	15	27	22	20	14	28
Contig1050_22098	31	30	29	20	12	0	21	13	31	15	13	14	37	47	19	39	12	23
Contig1050_22100	36	31	30	22	23	0	22	16	35	13	13	14	36	49	30	40	12	25
Contig105008_7068	0	14	25	12	13	10	32	11	28	13	12	27	30	44	36	38	31	31
Contig105054_2836	11	0	16	19	11	12	12	13	16	27	38	15	22	20	28	40	21	22
Contig105054_2841	10	0	24	18	12	11	13	13	18	27	42	14	22	29	41	43	21	19
Contig105054_2845	12	10	12	18	0	10	14	13	26	26	42	12	18	32	40	40	19	28
Contig105054_2857	23	13	10	14	10	0	13	23	24	30	39	0	34	36	52	43	33	23
Contig10507_4668	32	13	41	33	13	23	35	13	36	25	31	15	38	59	45	41	13	33
Contig10507_4703	16	14	15	17	13	11	19	11	16	14	18	10	20	21	16	15	15	12
Contig10507_4715	12	20	21	13	10	10	18	20	23	11	16	10	15	33	27	14	12	24
Contig10507_4804	55	51	54	51	48	40	60	50	47	37	50	49	57	61	60	52	59	55
Contig10507_4839	24	24	17	21	21	16	24	23	33	15	22	22	21	23	23	21	24	22
Contig10507_4854	26	22	21	23	26	19	23	21	22	17	24	24	25	29	25	23	25	26
Contig10507_4958	26	12	24	28	13	10	27	28	32	13	31	25	41	44	34	25	21	30
Contig10507_5305	43	43	39	43	46	40	35	41	48	28	34	39	34	46	37	36	35	39
Contig10507_5369	12	10	11	0	12	10	13	12	16	0	11	13	12	13	14	13	12	10
Contig10507_5390	36	35	45	39	42	41	46	34	49	19	23	33	38	32	28	25	38	36
Contig10507_5437	24	20	18	17	17	23	22	17	27	18	11	19	13	11	12	0	12	24
Contig10507_6007	27	25	23	31	25	26	31	22	30	10	0	25	28	33	30	25	28	23
Contig10507_6239	19	17	23	21	15	10	15	15	18	19	16	13	20	21	17	22	16	12
Contig10507_6246	21	20	28	26	20	14	25	20	23	25	22	22	29	26	25	27	24	18
Contig10507_6272	29	29	28	30	22	15	29	17	33	17	34	27	35	37	29	35	35	14
Contig10507_6444	17	17	21	19	15	19	21	19	19	24	24	16	20	24	18	26	21	16
Contig10507_6464	51	51	50	58	48	55	66	52	57	60	66	44	59	65	63	61	60	57
Contig10507_6473	43	40	43	50	43	41	50	41	52	45	54	36	51	57	57	51	52	46
Contig10507_6478	37	34	34	42	38	38	46	38	43	38	45	28	46	50	46	43	37	39
Contig10507_6693	12	10	13	14	12	10	14	14	14	15	14	0	12	13	15	14	15	13
Contig10507_6745	20	20	31	28	20	15	19	17	17	11	35	18	21	38	35	35	20	13
Contig10507_6748	19	18	19	24	19	15	18	15	15	13	22	16	21	32	34	21	18	13
Contig10507_6889	14	17	16	19	19	14	20	11	17	12	22	12	20	24	19	21	16	13
Contig10507_9772	22	25	25	24	29	36	24	19	30	12	0	22	18	12	12	10	19	23
Contig10507_10486	11	10	13	0	10	10	22	10	15	0	12	11	11	11	11	12	10	13
Contig10507_10498	27	36	48	22	41	36	44	25	47	19	26	42	41	43	29	28	27	37
Contig10507_10510	39	45	48	40	53	39	47	26	54	23	28	46	35	43	27	30	32	41
Contig10507_10656	19	21	17	24	16	20	25	16	30	0	15	18	22	39	21	31	21	13
Contig10507_10689	40	43	49	38	37	20	48	39	47	21	39	39	46	54	46	52	29	25
Contig105156_5860	0	13	13	11	10	11	16	11	12	12	15	14	14	19	14	18	15	14
Contig105156_5867	11	14	13	10	12	11	16	11	12	13	15	15	14	20	15	20	17	14
Contig105317_1519	10	0	11	25	10	10	14	12	29	37	40	10	32	34	33	40	26	24
Contig105317_1538	23	15	28	35	0	12	31	31	32	47	61	23	49	56	50	60	49	30
Contig105317_1546	30	17	31	33	10	10	31	29	31	48	58	11	47	54	50	62	55	28
Contig105317_1576	15	11	16	16	10	12	17	14	28	43	61	14	35	39	36	51	33	31
Contig105317_1621	25	10	28	25	13	11	15	14	32	40	50	19	44	39	45	43	39	17
Contig105317_1810	18	10	13	13	12	0	18	10	26	28	46	12	31	37	38	46	16	16
Contig105317_1816	15	11	11	14	10	0	20	10	27	33	43	12	32	37	34	41	17	14
Contig105321_2359	13	16	16	18	10	12	15	12	35	24	52	18	39	41	33	46	41	18
Contig105417_18	21	11	17	18	0	18	17	15	13	24	26	17	21	20	17	21	22	19
Contig105417_36	37	25	34	37	16	36	29	20	23	42	50	31	44	37	37	43	42	38
Contig105417_49	29	24	30	34	18	30	24	12	21	36	41	27	36	32	29	41	35	34
Contig105417_3352	13	12	10	15	11	0	12	16	18	12	0	15	19	21	29	23	16	11
Contig105431_372	17	12	12	10	14	12	18	11	16	11	0	17	15	16	15	18	20	14
Contig105447_1813	11	12	22	27	10	21	34	10	26	29	12	0	28	24	28	28	24	27
Contig105481_494	32	27	36	17	23	0	34	28	40	32	17	13	56	49	51	42	35	29
Contig105481_500	31	22	36	30	21	0	32	25	37	33	28	12	56	49	44	41	32	30
Contig105563_294	10	10	14	14	10	0	10	11	12	15	15	11	21	20	17	15	14	12
Contig105675_2691	13	10	13	14	0	11	11	10	17	12	0	10	14	32	15	17	15	12
Contig105675_2718	11	0	15	13	10	10	13	14	13	11	0	12	27	27	12	20	11	14
Contig105685_1680	13	14	19	14	24	17	19	11	21	13	0	20	15	12	18	13	20	22
Contig10576_1434	14	12	12	14	10	0	12	12	21	14	0	12	18	23	17	18	16	16
Contig105825_903	14	17	19	23	12	11	18	23	22	21	40	11	31	42	31	32	25	18
Contig105825_913	11	15	15	20	11	0	13	17	15	14	30	0	22	21	25	22	21	12
Contig105825_924	13	17	12	21	10	12	18	15	12	15	35	0	25	25	21	26	20	14
Contig1059_24506	24	28	14	35	14	26	27	24	40	46	10	32	37	42	37	43	43	40
Contig1059_24532	16	12	16	14	10	0	22	18	14	23	11	13	22	20	15	21	20	23
Contig1059_25206	11	11	11	14	0	11	12	10	13	20	14	10	28	16	22	20	17	14
Contig1059_25291	14	14	11	14	13	15	18	14	20	18	0	18	19	33	26	31	20	16
Contig1059_31143	24	21	24	27	14	10	27	24	25	24	36	17	36	36	42	43	36	22
Contig1059_31153	23	18	23	24	15	10	23	22	22	23	37	18	36	35	40	39	30	20
Contig1059_31159	22	15	18	21	14	0	22	19	20	16	35	16	28	30	33	33	21	18
Contig1059_31190	20	13	16	17	10	12	12	13	19	20	29	11	21	26	31	25	25	18
Contig1059_31198	17	12	12	13	12	11	0	12	19	17	26	10	23	25	26	19	23	18
Contig105915_5687	15	14	14	12	14	10	14	10	11	0	12	14	19	16	19	15	12	14
Contig10592_274	14	14	17	23	12	13	15	17	17	27	36	16	27	34	46	28	30	20
Contig10592_877	22	10	23	16	0	10	10	11	21	37	53	0	34	34	41	39	39	14
Contig10592_952	32	30	18	15	27	0	30	24	18	49	61	15	54	45	54	62	38	18
Contig10592_963	32	29	15	11	16	0	28	24	24	52	60	12	55	41	58	54	32	22
Contig10592_970	21	28	10	10	15	0	25	24	23	43	56	0	46	40	43	45	32	19
Contig10592_1419	15	0	14	10	10	12	14	16	15	23	27	11	21	36	26	40	26	14
Contig10592_1498	22	12	18	21	13	14	16	24	25	36	31	14	22	30	34	21	21	15
Contig105999_11	11	0	12	12	13	12	12	12	12	12	14	12	13	15	14	13	11	0
Contig106048_4214	12	15	0	11	14	11	17	11	14	10	0	16	18	11	11	16	12	23
Contig106082_2437	11	24	13	10	10	0	30	25	27	37	36	0	35	28	41	34	28	25
Contig106094_1965	33	28	10	15	12	0	25	11	12	15	20	25	42	39	44	42	31	31
Contig106107_3322	16	15	14	19	14	10	21	20	20	13	12	18	23	31	21	23	18	23
Contig106158_1109	11	15	16	17	15	0	19	15	15	21	16	10	26	15	33	13	37	17
Contig106158_1115	14	28	19	20	19	0	21	17	20	35	16	14	34	32	41	17	47	27
Contig106322_1053	11	12	16	15	13	0	12	14	17	29	17	15	21	17	17	30	20	12
Contig106349_2414	15	13	18	15	17	0	30	14	13	34	40	0	35	38	37	43	36	19
Contig106349_2432	17	15	15	14	14	10	23	13	0	20	37	11	33	42	42	39	30	16
Contig106349_2441	20	16	19	17	18	11	24	14	13	22	28	15	25	32	42	39	19	20
Contig106349_2449	18	18	16	19	18	0	14	11	13	17	36	14	22	40	38	35	15	18
Contig106480_167	10	10	12	11	10	10	15	10	14	32	30	0	33	39	39	31	14	14
Contig106480_174	26	0	12	20	10	12	16	20	13	30	37	10	38	36	41	36	28	17
Contig106480_179	24	12	12	22	0	13	30	23	13	27	41	12	39	37	42	40	25	29
Contig106480_185	11	11	14	21	0	10	25	10	12	10	38	0	35	34	46	36	10	29
Contig1065_23776	16	18	12	15	14	0	21	17	23	22	22	18	19	23	27	27	23	21
Contig106574_4133	15	11	13	13	12	10	18	16	21	10	0	19	22	20	20	20	13	20
Contig106623_3012	11	13	13	15	12	14	0	11	15	16	19	12	17	11	19	17	13	17
Contig106672_3583	17	10	14	14	11	10	15	14	15	19	17	16	20	23	36	39	18	19
Contig106684_4388	14	16	15	17	12	0	19	10	16	17	0	13	17	19	11	11	12	16
Contig106692_451	10	12	11	11	10	0	11	10	12	14	0	13	20	13	13	11	10	13
Contig1067_12941	17	16	23	22	17	10	28	24	16	33	38	21	33	36	37	41	23	27
Contig1067_12950	15	16	26	20	17	10	26	25	13	27	36	19	31	47	36	52	19	26
Contig1067_12960	10	12	19	17	16	0	19	25	12	15	32	0	27	46	26	47	11	21
Contig1067_13115	20	27	31	28	26	10	29	18	19	27	36	15	21	41	33	26	19	22
Contig106712_491	16	10	18	16	12	12	13	20	17	21	26	12	21	35	34	23	27	18
Contig106712_499	26	12	26	21	13	13	18	30	16	24	31	15	30	26	37	31	34	19
Contig106712_507	27	15	23	24	17	14	22	29	23	26	29	17	31	31	35	34	32	16
Contig106712_516	21	20	25	23	18	12	22	23	17	26	32	19	28	34	30	38	26	20
Contig106712_520	17	16	21	22	13	0	16	16	16	23	29	12	21	28	24	29	25	17
Contig106712_535	15	12	19	21	15	13	19	13	22	32	28	15	25	29	39	49	25	24
Contig106713_3011	15	33	28	16	17	15	24	18	24	26	27	19	30	44	25	29	30	25
Contig106713_3060	17	20	17	16	17	16	21	17	17	27	20	17	19	22	20	26	19	23
Contig106821_537	19	14	13	23	0	10	12	12	12	21	12	17	13	23	18	17	13	13
Contig106821_746	16	16	13	16	14	0	20	12	14	18	32	10	30	18	24	24	16	12
Contig1069_18294	12	17	12	16	15	0	29	10	25	21	21	13	30	42	27	35	13	31
Contig1069_18306	15	19	10	16	14	0	26	12	26	16	13	13	23	38	33	36	21	19
Contig106905_5546	11	12	22	34	12	0	27	29	12	33	10	14	36	34	43	40	31	30
Contig106929_5981	18	13	11	14	0	11	14	15	11	22	36	16	27	34	26	35	28	19
Contig106929_5991	16	13	14	19	11	16	18	17	22	33	50	22	32	35	46	49	30	21
Contig106929_5994	15	14	15	16	11	13	17	17	19	32	44	20	27	39	42	44	33	20
Contig106929_6093	20	12	13	28	10	0	25	25	18	24	44	0	40	42	42	50	31	28
Contig106929_8667	18	17	25	14	10	0	35	18	20	27	35	12	41	50	47	49	30	15
Contig106929_8670	18	15	13	16	11	0	34	15	18	28	34	10	39	45	50	47	32	14
Contig106946_1157	12	22	20	18	15	10	16	11	32	65	41	26	44	41	44	47	38	35
Contig107_42222	35	32	15	15	35	10	38	27	37	26	0	36	20	38	31	13	60	39
Contig107063_1086	28	13	20	28	12	11	17	22	30	40	31	34	53	39	36	46	47	37
Contig107063_1162	19	23	18	18	16	12	19	17	24	27	19	15	28	25	26	36	22	26
Contig107063_1178	16	21	14	13	21	0	19	14	19	24	18	11	18	16	23	22	19	17
Contig107072_749	17	15	21	19	17	17	19	19	23	16	18	16	20	24	22	19	19	17
Contig107074_68	41	16	17	21	13	18	0	20	27	11	0	19	31	13	13	43	23	20
Contig107074_73	41	16	17	33	14	20	11	19	29	10	0	17	30	22	14	41	22	17
Contig107086_1444	13	16	16	16	13	11	18	15	21	26	44	0	29	30	25	35	31	22
Contig107086_1458	12	14	11	12	0	10	15	14	18	22	29	0	22	21	21	29	27	19
Contig107171_1150	39	32	26	38	13	21	49	30	32	11	10	23	48	47	38	22	16	0
Contig107182_1226	27	27	31	34	0	21	32	14	29	39	37	32	49	53	35	49	35	29
Contig107182_1228	29	30	32	37	0	25	37	14	33	40	40	35	51	55	41	54	37	30
Contig107293_69	14	13	15	13	14	0	15	12	30	29	15	16	21	16	15	15	23	17
Contig107305_646	12	14	13	12	10	12	0	10	18	10	10	13	16	10	16	13	11	0
Contig107330_962	27	13	27	32	13	11	26	17	36	36	31	19	37	39	49	42	32	28
Contig107330_970	25	0	26	20	14	11	17	18	31	22	20	22	37	37	46	39	32	28
Contig10734_1410	11	15	28	22	10	22	27	0	28	28	41	14	38	49	33	46	24	12
Contig107347_7249	18	12	16	10	0	11	15	13	14	0	20	11	34	34	36	31	15	16
Contig107347_7255	18	11	17	11	11	0	15	13	14	0	24	11	33	34	31	22	18	15
Contig107370_1082	15	10	27	18	14	0	28	13	17	30	52	13	32	37	49	51	36	16
Contig107370_1097	35	12	26	32	12	12	26	29	16	39	53	13	43	43	56	56	35	31
Contig107370_1106	31	20	26	29	10	0	21	14	14	31	50	12	30	39	47	43	32	15
Contig107370_1134	24	12	28	27	10	0	26	16	29	31	55	14	40	47	50	54	36	29
Contig107370_2234	22	15	24	27	0	10	13	22	25	25	25	11	36	38	46	44	29	27
Contig107370_2240	27	23	32	30	10	10	24	27	30	33	27	12	42	46	50	47	30	31
Contig107370_2297	28	26	27	28	22	13	32	32	35	28	27	29	43	36	43	44	34	28
Contig107370_2313	28	17	13	18	11	11	32	31	33	31	24	28	43	43	41	43	36	31
Contig107370_2321	27	15	14	18	0	13	31	29	31	34	26	17	38	34	37	38	33	20
Contig107370_2356	24	10	10	25	10	0	12	23	26	22	23	13	32	38	41	28	31	31
Contig107376_1701	16	0	10	19	11	10	17	11	17	22	17	12	22	20	26	23	26	12
Contig107376_1721	17	13	15	21	15	11	23	23	21	32	28	17	28	25	36	28	28	18
Contig107376_1730	19	15	21	19	19	14	21	18	18	28	27	15	28	25	33	29	28	19
Contig107376_1733	18	15	21	17	20	15	18	22	19	28	24	13	26	22	31	29	23	18
Contig107376_1754	12	11	15	0	12	10	15	12	13	17	15	0	19	23	19	18	14	11
Contig1074_12755	14	13	12	16	10	0	13	18	14	19	16	0	21	21	20	16	32	12
Contig1074_12802	26	10	24	11	11	11	13	10	0	44	31	12	31	34	29	33	23	21
Contig1074_12822	17	10	28	26	11	13	27	27	14	55	36	28	36	39	41	39	31	34
Contig1074_12837	18	11	25	24	13	10	26	27	21	40	35	11	39	37	32	44	33	28
Contig1074_12840	17	12	26	18	10	0	26	27	11	37	30	12	35	32	33	42	35	17
Contig107460_12415	36	35	21	17	30	24	32	12	39	11	0	39	38	36	15	20	16	23
Contig107460_12436	31	26	11	34	35	28	33	24	40	14	0	43	35	32	26	15	18	22
Contig107460_14742	18	16	14	20	12	0	12	16	13	18	30	13	26	23	27	30	19	13
Contig107460_14817	19	10	15	14	11	0	10	12	16	15	21	10	23	24	27	27	17	16
Contig107546_3897	17	20	16	22	0	12	19	19	26	13	10	13	20	25	19	19	17	17
Contig107546_3899	16	20	14	19	0	15	18	19	26	12	10	16	22	26	19	19	18	17
Contig107546_3906	12	20	17	21	0	11	17	17	22	10	0	13	18	26	19	18	17	17
Contig107685_510	12	10	12	17	18	10	16	11	14	13	12	12	25	21	20	26	20	19
Contig107685_532	16	17	18	16	14	12	16	11	17	13	14	11	21	22	20	18	23	19
Contig107685_541	19	22	18	15	15	10	14	13	18	18	15	11	21	19	20	28	22	21
