siteID	numCs1	numCs2	numCs3	numCs4	numCs5	numCs6	numCs7	numCs8	numCs9	numCs10	numCs11	numCs12	numCs13	numCs14	numCs15	numCs16	numCs17	numCs18
Contig102994_469	22	9	17	8	10	NA	16	22	9	25	34	12	29	26	37	29	23	13
Contig102994_476	14	8	10	11	8	NA	19	7	9	28	31	10	30	29	27	30	20	15
Contig102994_639	14	14	16	18	9	NA	32	18	30	49	54	9	39	41	48	48	50	19
Contig102994_648	12	15	16	15	10	9	23	14	17	40	47	12	40	35	25	39	37	18
Contig102994_661	16	19	19	14	10	NA	18	17	20	37	45	13	42	45	44	40	36	17
Contig102994_666	16	18	18	14	NA	10	17	17	21	32	39	15	37	38	41	40	34	17
Contig102994_679	16	17	17	23	NA	9	34	16	27	45	41	13	43	49	49	49	40	21
Contig102994_681	17	13	18	24	NA	10	30	15	26	42	41	10	30	46	43	48	37	19
Contig102994_767	27	13	16	18	18	NA	29	23	20	38	44	19	42	40	52	45	37	29
Contig102994_804	17	24	15	31	9	10	26	24	29	37	42	11	36	32	47	40	39	24
Contig102994_811	25	27	17	36	12	9	34	27	36	41	51	10	38	40	56	41	46	33
Contig102998_1609	17	NA	23	26	16	12	12	32	28	43	24	33	38	36	32	21	31	41
Contig102998_1953	15	12	17	11	15	9	18	18	16	16	20	11	18	21	21	18	18	21
Contig102998_1959	16	13	10	20	13	11	17	15	13	12	15	13	14	19	19	19	13	13
Contig102998_2099	12	16	13	15	10	11	13	14	13	28	24	14	20	19	24	20	20	18
Contig102998_2108	13	13	12	13	10	9	15	19	14	28	24	15	21	18	21	17	21	16
Contig102998_2210	12	15	13	NA	11	11	14	10	15	24	13	10	17	12	22	17	9	13
Contig102998_2221	2	3	5	1	2	1	3	5	3	6	11	4	14	10	6	8	15	6
Contig102998_2231	12	11	14	NA	10	11	15	13	11	19	18	11	19	17	18	18	19	19
Contig103018_2289	11	12	15	14	NA	10	15	8	17	23	17	7	17	20	27	15	18	15
Contig103019_999	11	10	16	15	10	NA	14	11	11	20	NA	8	20	16	29	15	24	13
Contig103019_1016	15	8	15	15	10	NA	12	14	14	15	15	9	21	13	24	16	23	12
Contig103020_4894	11	10	15	14	11	8	16	9	30	23	40	11	12	35	42	34	33	NA
Contig103020_4906	27	8	13	22	10	15	13	16	33	20	41	8	29	35	37	37	36	9
Contig103020_4916	21	12	18	23	14	12	19	19	39	35	41	16	26	40	44	36	47	14
Contig103096_1818	13	12	19	16	10	NA	13	15	17	15	20	12	21	37	40	47	19	15
Contig1031_14644	14	17	21	19	13	NA	14	20	19	21	20	18	35	17	32	26	23	26
Contig103154_1973	11	21	21	13	10	NA	15	17	24	28	33	14	44	22	NA	42	21	32
Contig103180_99	11	13	15	14	11	13	15	11	18	36	57	11	35	48	22	45	16	10
Contig103186_2987	0	4	0	1	NA	0	0	1	7	0	39	4	16	13	7	16	8	9
Contig103186_2999	11	10	15	17	NA	9	14	16	12	20	43	11	15	45	38	39	20	14
Contig103223_10912	16	8	12	15	13	11	14	7	12	13	15	10	16	16	15	17	15	13
Contig103363_101	16	3	31	18	11	14	19	21	19	18	46	NA	45	43	29	32	0	23
Contig103363_107	15	10	26	20	14	11	18	23	14	41	53	NA	43	46	43	49	21	20
Contig103405_214	12	14	10	17	11	10	16	10	19	19	7	13	26	31	29	37	17	NA
Contig103456_3111	14	11	12	10	8	9	12	12	11	21	24	7	13	26	28	22	16	13
Contig103483_2610	12	12	11	8	15	11	12	12	15	9	12	14	14	12	14	9	NA	14
Contig103503_7028	14	15	11	20	12	NA	17	19	24	34	39	20	44	41	45	48	27	25
Contig103503_7067	16	14	14	16	12	NA	11	12	14	19	24	13	20	23	30	24	15	13
Contig103503_7072	14	18	14	12	14	NA	11	13	14	15	19	13	21	22	38	31	16	11
Contig10351_1056	10	12	14	27	10	NA	30	27	29	31	53	NA	42	46	47	53	35	24
Contig103587_385	12	12	14	7	9	NA	11	10	9	16	13	6	25	16	16	25	11	8
Contig103587_652	30	22	14	11	25	13	32	32	22	29	44	26	42	47	43	46	31	31
Contig103618_2456	13	10	17	13	NA	10	11	18	12	32	43	NA	35	44	50	34	35	25
Contig103638_1789	14	15	16	24	NA	14	11	12	17	17	NA	12	17	17	21	12	16	16
Contig103638_1872	18	18	11	19	14	21	14	13	18	18	NA	15	22	30	21	20	19	19
Contig103645_2496	21	15	17	19	23	21	27	21	17	14	NA	21	18	14	12	18	12	14
Contig103645_4225	14	14	13	17	14	10	25	17	18	21	21	13	21	22	20	24	23	11
Contig103645_4302	11	NA	12	14	12	8	16	11	12	16	17	9	14	25	18	27	16	13
Contig103645_4308	19	17	25	19	15	10	25	17	22	25	38	14	37	38	38	43	24	17
Contig103727_7533	18	11	23	14	9	10	15	25	26	22	10	15	18	23	13	12	13	9
Contig10373_231	27	13	26	28	17	21	17	14	12	15	36	11	23	41	40	35	20	12
Contig10373_235	18	15	22	22	15	21	19	14	14	14	24	10	21	40	39	44	19	12
Contig10373_367	15	11	26	8	11	13	10	14	NA	11	20	9	28	24	30	37	15	12
Contig10373_373	19	15	32	16	14	15	16	18	10	13	31	14	36	39	36	48	31	16
Contig10373_375	18	14	32	17	13	15	14	17	10	16	35	13	43	43	42	53	31	17
Contig10373_404	34	24	42	26	26	19	35	20	34	23	49	36	49	47	47	62	44	40
Contig10373_609	22	17	23	20	11	17	16	13	7	10	9	16	15	34	19	35	21	10
Contig10373_619	11	7	10	11	14	10	15	11	NA	8	NA	18	11	28	20	28	15	11
Contig103951_3406	26	17	25	29	22	21	29	26	39	15	25	30	35	37	26	30	19	31
Contig103951_3521	15	11	11	11	12	12	12	14	11	14	12	12	14	25	15	13	12	24
Contig103951_3926	26	10	12	27	NA	13	25	14	14	30	31	26	41	36	48	46	30	16
Contig104009_1457	17	14	17	14	10	NA	15	15	18	21	24	9	37	18	33	32	20	18
Contig104009_1529	8	15	17	18	11	10	13	11	15	36	9	7	22	18	34	33	31	19
Contig104029_1208	9	11	11	11	12	10	NA	15	15	21	NA	16	18	17	17	15	17	20
Contig104029_1263	14	13	11	13	14	NA	10	13	13	11	15	12	16	18	19	15	17	15
Contig104047_716	10	22	6	11	9	NA	17	13	9	17	10	8	18	26	22	23	12	17
Contig104047_800	12	21	12	22	12	10	27	14	25	26	25	12	28	36	42	36	21	13
Contig104047_807	27	19	26	29	11	18	25	12	24	36	26	18	30	40	45	40	27	27
Contig104047_819	28	17	35	32	14	27	29	20	23	35	30	21	32	38	49	34	37	28
Contig104047_854	13	10	22	7	9	9	21	19	25	31	11	21	22	29	33	25	17	24
Contig104047_859	13	8	20	9	9	10	18	NA	23	15	9	11	12	30	25	24	15	9
Contig104064_2670	16	16	12	15	14	NA	15	13	10	14	NA	13	20	21	18	19	10	26
Contig104064_2685	12	11	12	10	10	NA	16	15	11	14	NA	14	17	18	15	19	15	13
Contig104139_12	10	15	13	17	10	4	14	7	20	12	6	7	11	11	7	5	11	8
Contig104145_10241	11	25	17	12	NA	11	15	13	17	20	43	NA	14	41	47	46	22	9
Contig104145_10248	10	15	17	16	NA	7	12	9	19	20	39	NA	22	30	47	43	16	15
Contig104178_12456	5	9	11	12	7	6	8	5	13	5	5	6	8	8	12	10	10	4
Contig104198_11872	11	14	8	15	11	10	12	11	NA	16	19	NA	19	20	18	24	13	12
Contig104288_1113	24	23	9	11	12	NA	23	11	12	36	40	9	39	42	42	49	29	13
Contig104449_9317	9	12	29	23	25	NA	30	11	18	NA	12	18	11	23	28	25	10	13
Contig104449_9326	18	22	28	24	30	NA	35	27	24	12	25	20	20	29	40	33	26	11
Contig104531_8146	13	15	21	14	11	14	16	16	12	7	3	9	14	8	16	5	11	10
Contig104531_8149	13	18	21	16	16	14	15	17	12	10	10	13	16	11	20	11	18	14
Contig104531_8158	16	23	28	22	19	23	24	27	26	17	21	21	26	23	24	30	20	17
Contig104545_2191	10	10	12	14	NA	10	11	16	22	18	11	NA	8	23	30	15	14	13
Contig104545_2340	11	10	11	21	NA	10	11	14	16	33	39	12	26	29	33	36	22	16
Contig104545_2344	10	10	10	20	7	9	13	13	15	32	43	10	21	29	36	37	21	17
Contig104545_2398	13	11	11	16	NA	8	11	11	16	28	27	8	15	17	22	28	17	23
Contig104545_2503	11	13	14	10	12	NA	23	13	15	41	50	NA	39	38	49	50	39	23
Contig104545_2515	17	18	26	11	9	9	33	20	13	38	50	NA	24	40	45	43	34	13
Contig104545_2539	9	10	12	9	NA	9	26	15	12	28	40	12	28	37	36	42	25	14
Contig104545_2608	19	10	17	19	10	12	22	15	21	35	36	15	31	25	31	33	25	26
Contig104545_2635	19	15	14	21	9	11	15	18	13	31	31	14	27	43	28	43	21	11
Contig104545_2647	20	13	12	17	7	NA	22	17	15	30	28	16	21	27	16	24	21	16
Contig104572_3203	15	9	10	12	10	11	25	26	27	35	25	11	29	23	33	41	27	11
Contig104579_3307	10	9	11	8	NA	11	11	15	10	12	14	12	14	11	15	14	14	14
Contig104598_4227	10	8	9	15	7	NA	12	15	9	16	19	10	17	14	16	19	12	8
Contig104598_4229	10	7	9	12	9	NA	9	11	4	15	13	6	14	10	18	10	11	5
Contig104598_4234	11	10	9	14	10	NA	15	11	11	14	17	10	15	12	18	18	13	7
Contig104598_4267	0	1	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig104598_4270	15	7	NA	12	9	12	17	15	15	30	26	8	28	22	17	35	21	14
Contig1046_23614	11	9	11	15	7	NA	11	8	11	11	14	9	9	13	23	18	10	10
Contig1046_24099	25	10	14	18	12	10	22	11	21	44	48	15	38	45	46	42	33	26
Contig1046_24110	21	18	16	19	18	16	16	16	14	39	50	15	44	45	49	44	30	21
Contig1046_24115	17	17	20	17	18	10	16	13	11	32	46	12	43	45	47	45	22	21
Contig1046_24133	14	10	18	15	12	11	9	15	13	35	40	13	42	44	42	42	36	21
Contig1046_24168	24	6	30	21	22	20	35	13	24	41	58	24	45	41	54	47	36	33
Contig1046_24175	22	11	24	25	21	NA	31	11	24	40	47	21	42	43	50	55	40	29
Contig104639_10834	18	11	14	10	13	NA	17	13	16	38	30	NA	34	21	47	23	28	25
Contig104643_836	15	11	11	11	11	NA	8	10	10	24	NA	16	15	27	11	12	12	11
Contig104643_6699	13	11	11	23	11	NA	7	15	17	23	32	15	18	28	18	23	16	11
Contig104643_6719	19	16	19	21	17	10	16	25	21	33	30	18	25	24	30	27	21	17
Contig104643_6752	7	13	13	20	9	NA	11	11	17	25	29	6	21	23	35	32	28	18
Contig104683_828	29	25	13	32	19	26	28	38	10	37	34	32	45	39	22	44	16	38
Contig104683_834	37	30	32	35	28	35	36	45	NA	53	42	39	62	56	25	46	40	46
Contig104683_871	14	20	22	27	9	9	28	10	NA	29	10	14	36	37	9	27	23	29
Contig104754_2895	13	16	16	15	15	15	13	13	NA	15	11	13	17	10	11	11	8	10
Contig104754_2899	15	14	13	17	16	16	15	13	6	18	13	16	17	16	13	15	10	15
Contig104754_2903	14	15	13	16	15	18	14	12	7	18	10	15	14	17	13	13	10	15
Contig104759_262	NA	10	10	16	13	13	15	9	11	16	17	11	18	20	22	23	12	16
Contig104759_289	9	NA	16	13	10	9	16	13	17	16	15	15	17	17	23	18	16	14
Contig104763_4721	21	9	14	22	9	NA	14	13	21	14	9	13	24	37	32	32	23	22
Contig104763_4737	14	10	15	23	18	11	14	10	13	16	13	NA	29	39	27	35	22	27
Contig104763_4746	21	13	14	16	15	13	20	14	17	17	18	NA	21	26	22	30	21	15
Contig104804_3240	24	24	17	18	24	15	25	21	35	27	28	24	48	39	14	40	23	27
Contig104804_3244	30	34	23	29	30	19	35	25	31	35	34	29	50	41	19	49	37	32
Contig104804_3432	14	12	10	8	8	NA	18	15	12	20	12	12	22	20	1	24	16	20
Contig104804_3436	16	12	10	10	14	NA	17	13	16	20	10	14	22	19	NA	28	18	19
Contig104831_1490	5	14	11	14	6	11	16	16	11	11	19	8	10	14	25	15	8	10
Contig104947_3193	9	11	11	NA	6	12	15	13	13	14	23	14	17	18	25	28	16	12
Contig104975_1948	18	11	13	12	10	NA	14	15	14	16	17	17	31	17	31	33	21	16
Contig104975_1953	21	8	18	15	12	NA	16	17	16	18	18	17	34	28	33	40	25	16
Contig104975_1957	17	13	15	14	10	NA	19	17	17	17	17	18	35	13	34	21	23	15
Contig104975_2287	13	11	11	10	10	11	9	23	14	17	NA	8	20	26	14	19	18	14
Contig104987_978	20	NA	16	18	11	15	21	16	25	17	50	NA	36	48	36	47	32	12
Contig105_30281	10	13	14	NA	11	12	12	15	17	9	NA	12	16	12	12	12	14	18
Contig1050_7007	13	11	NA	11	11	14	17	16	13	19	NA	13	20	22	13	19	30	19
Contig1050_7028	10	11	10	10	5	16	12	19	22	22	NA	10	16	19	30	13	12	15
Contig1050_7134	9	8	9	20	4	NA	5	10	8	19	10	3	12	22	21	19	12	19
Contig1050_22098	29	26	24	18	10	NA	20	11	29	13	11	13	33	39	16	35	10	21
Contig1050_22100	34	30	28	22	22	NA	22	14	34	13	12	14	35	48	30	37	11	25
Contig105008_7068	NA	14	21	12	12	9	30	11	26	12	10	27	30	42	35	35	28	29
Contig105054_2836	10	NA	15	18	10	12	12	13	16	27	36	15	21	19	27	40	21	18
Contig105054_2841	9	NA	22	15	11	10	13	10	18	25	36	13	20	24	41	39	19	19
Contig105054_2845	12	9	10	18	NA	10	14	13	26	25	40	10	18	30	39	39	17	26
Contig105054_2857	22	12	8	12	10	NA	13	19	17	30	36	NA	32	30	49	41	32	22
Contig10507_4668	18	3	25	16	5	13	18	4	22	10	15	4	20	32	25	23	5	24
Contig10507_4703	15	14	15	15	13	10	18	10	15	13	18	10	18	21	16	15	15	11
Contig10507_4715	12	20	20	13	9	9	18	18	22	9	15	9	14	32	25	14	11	22
Contig10507_4804	48	48	51	49	44	34	56	47	40	35	45	47	52	59	50	51	53	51
Contig10507_4839	23	22	15	18	17	14	22	21	27	13	22	21	18	20	20	18	19	22
Contig10507_4854	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Contig10507_4958	23	11	19	23	10	9	26	26	24	10	28	18	34	37	28	20	16	21
Contig10507_5305	43	38	33	35	39	37	35	40	41	26	25	37	31	42	37	35	32	33
Contig10507_5369	11	8	9	NA	11	7	12	12	12	NA	9	13	11	12	13	11	10	10
Contig10507_5390	30	32	43	37	39	39	43	33	47	17	20	31	36	28	25	22	37	34
Contig10507_5437	1	2	1	1	0	3	3	0	1	5	0	1	2	0	3	NA	1	3
Contig10507_6007	27	21	22	28	23	23	28	22	23	10	NA	18	23	30	27	23	28	20
Contig10507_6239	19	17	22	21	15	9	15	14	15	17	15	13	20	19	16	21	15	11
Contig10507_6246	19	18	25	24	19	13	24	18	20	21	19	19	28	25	22	26	24	17
Contig10507_6272	26	26	27	30	22	15	26	15	32	14	34	25	33	36	28	33	34	13
Contig10507_6444	15	17	21	18	14	18	21	17	18	22	23	16	20	24	17	24	20	16
Contig10507_6464	51	49	44	54	43	53	59	51	50	57	62	40	54	59	60	53	60	49
Contig10507_6473	42	39	40	47	37	30	46	39	47	34	50	31	50	53	46	45	48	38
Contig10507_6478	34	30	33	37	32	33	46	37	40	33	39	26	43	46	43	39	33	36
Contig10507_6693	11	9	12	13	10	9	14	13	14	14	14	NA	10	13	13	13	12	12
Contig10507_6745	19	18	29	27	18	13	19	16	15	11	28	18	19	36	33	34	19	13
Contig10507_6748	18	17	15	24	16	15	17	14	14	11	21	14	14	27	29	17	15	11
Contig10507_6889	13	17	15	19	18	13	17	10	16	12	22	12	17	22	17	19	16	13
Contig10507_9772	18	19	18	20	23	32	21	18	21	7	NA	18	12	10	12	9	13	14
Contig10507_10486	9	10	10	NA	8	9	21	5	13	NA	12	11	11	10	11	11	7	13
Contig10507_10498	24	33	43	17	40	29	41	23	40	16	26	39	36	41	27	27	27	34
Contig10507_10510	26	37	37	29	44	31	36	18	38	18	27	31	28	36	24	25	26	29
Contig10507_10656	17	21	15	22	14	19	20	15	29	NA	15	16	19	35	19	29	21	10
Contig10507_10689	33	41	43	33	29	16	44	36	40	18	36	35	43	46	43	46	27	24
Contig105156_5860	NA	12	13	10	8	11	13	8	12	11	13	13	14	17	14	17	15	13
Contig105156_5867	10	13	12	10	12	11	14	11	12	12	13	14	14	19	14	18	17	13
Contig105317_1519	9	NA	10	23	8	10	13	12	25	32	34	9	22	29	32	34	23	21
Contig105317_1538	17	15	18	33	NA	11	25	29	25	42	56	21	41	50	45	50	42	20
Contig105317_1546	26	16	30	29	9	10	29	27	24	42	55	11	37	50	46	53	43	21
Contig105317_1576	10	10	12	14	7	8	13	13	20	33	47	10	29	28	32	39	30	21
Contig105317_1621	25	9	25	24	13	11	15	14	32	38	48	12	42	36	44	42	36	17
Contig105317_1810	16	10	13	13	11	NA	16	10	25	27	43	12	26	37	36	45	16	16
Contig105317_1816	15	9	11	13	10	NA	14	9	26	30	41	9	32	35	33	39	13	14
Contig105321_2359	13	15	13	10	10	11	14	8	32	22	50	11	33	34	25	33	28	15
Contig105417_18	16	8	13	12	NA	15	16	12	12	20	17	12	19	17	14	19	21	16
Contig105417_36	35	19	26	33	10	33	22	19	20	29	44	22	36	28	16	33	38	30
Contig105417_49	24	19	26	26	16	29	23	9	19	28	36	22	32	27	23	34	30	28
Contig105417_3352	13	12	10	14	11	NA	12	15	17	10	NA	14	19	19	29	20	16	11
Contig105431_372	17	12	11	9	14	10	18	11	16	10	NA	17	15	16	15	16	20	13
Contig105447_1813	10	11	21	24	6	19	32	10	23	25	11	NA	26	23	28	26	20	25
Contig105481_494	32	26	34	15	20	NA	33	24	39	31	17	13	55	48	49	41	31	28
Contig105481_500	24	16	26	26	13	NA	22	17	23	24	18	10	43	31	34	25	25	20
Contig105563_294	10	9	14	14	9	NA	6	8	11	14	15	11	21	18	16	5	13	10
Contig105675_2691	13	10	13	13	NA	11	10	10	17	12	NA	10	13	31	15	15	15	12
Contig105675_2718	11	NA	15	13	10	10	13	12	12	10	NA	12	27	26	12	17	11	14
Contig105685_1680	11	9	13	14	22	16	18	11	14	10	NA	14	10	12	17	13	14	18
Contig10576_1434	14	12	12	14	10	NA	12	12	20	13	NA	12	18	19	17	16	16	16
Contig105825_903	14	16	19	22	11	11	18	23	22	20	40	11	30	41	30	31	25	18
Contig105825_913	11	9	15	20	11	NA	13	17	15	14	30	NA	21	21	25	22	21	12
Contig105825_924	13	16	12	20	10	11	18	15	12	14	35	NA	24	25	21	25	20	14
Contig1059_24506	23	27	13	35	13	26	27	23	37	46	10	32	37	38	37	43	42	40
Contig1059_24532	16	12	15	12	10	NA	21	18	14	22	11	12	20	19	15	20	20	23
Contig1059_25206	11	11	10	13	NA	11	12	10	13	18	14	10	28	16	22	20	16	14
Contig1059_25291	14	14	11	14	12	15	18	14	20	18	NA	18	18	33	26	28	20	16
Contig1059_31143	23	21	22	27	14	9	27	24	25	24	36	17	34	34	41	39	36	22
Contig1059_31153	23	18	22	24	15	9	22	21	22	23	37	18	35	34	39	37	29	20
Contig1059_31159	21	15	18	21	14	NA	21	19	20	16	34	16	28	29	33	32	20	17
Contig1059_31190	19	12	15	17	10	10	12	13	19	19	29	11	21	25	31	25	24	18
Contig1059_31198	17	12	12	13	12	11	NA	12	19	16	26	10	23	23	26	17	23	18
Contig105915_5687	12	12	13	12	11	9	10	8	8	NA	8	12	13	14	16	10	9	10
Contig10592_274	14	14	17	23	12	13	15	16	15	27	34	16	26	32	46	28	28	18
Contig10592_877	21	10	20	16	NA	9	9	10	20	32	52	NA	33	33	41	38	39	14
Contig10592_952	32	30	18	14	27	NA	29	23	18	48	61	15	52	43	53	62	37	18
Contig10592_963	32	29	15	11	16	NA	27	24	22	52	59	12	54	38	54	54	31	19
Contig10592_970	21	28	10	10	15	NA	25	21	22	39	52	NA	44	36	42	44	29	19
Contig10592_1419	15	NA	14	10	10	12	14	16	15	20	26	11	19	36	24	39	23	14
Contig10592_1498	19	12	17	21	13	14	16	24	21	34	28	14	22	29	34	20	20	14
Contig105999_11	9	NA	10	11	12	10	10	10	6	10	9	10	6	10	11	8	7	NA
Contig106048_4214	12	15	NA	11	14	11	16	10	13	10	NA	15	18	10	11	15	10	21
Contig106082_2437	11	22	13	9	9	NA	30	24	27	35	36	NA	33	28	39	34	26	24
Contig106094_1965	27	23	9	15	9	NA	23	10	11	14	19	21	38	33	40	34	29	31
Contig106107_3322	16	14	13	18	14	10	20	19	20	13	12	18	23	30	20	22	16	23
Contig106158_1109	11	14	16	16	14	NA	19	15	15	20	16	9	26	15	32	13	36	17
Contig106158_1115	14	25	18	20	18	NA	21	17	20	33	16	11	31	32	40	17	44	26
Contig106322_1053	10	10	16	15	11	NA	12	14	15	28	17	12	19	16	17	28	19	12
Contig106349_2414	13	11	18	13	11	NA	28	14	13	31	39	NA	33	36	32	38	34	16
Contig106349_2432	17	11	14	14	14	10	23	13	NA	18	36	6	32	39	42	36	29	15
Contig106349_2441	19	12	18	17	18	11	23	13	12	22	28	13	25	31	41	37	19	19
Contig106349_2449	18	18	15	19	18	NA	13	10	13	16	36	12	21	40	38	34	15	18
Contig106480_167	10	9	10	11	9	9	13	10	13	29	30	NA	33	39	39	30	12	14
Contig106480_174	26	NA	11	20	10	12	16	18	13	28	36	10	38	34	41	35	25	16
Contig106480_179	23	11	12	21	NA	13	29	22	11	26	40	12	39	35	41	40	21	29
Contig106480_185	9	11	12	21	NA	10	24	9	12	10	38	NA	32	33	44	34	10	28
Contig1065_23776	15	17	11	15	14	NA	20	17	22	22	22	16	18	23	26	27	23	21
Contig106574_4133	15	11	12	11	12	10	17	16	20	10	NA	19	22	20	19	20	12	19
Contig106623_3012	9	11	8	12	7	13	NA	10	12	12	15	10	15	9	13	16	8	16
Contig106672_3583	13	7	12	13	10	10	14	14	11	18	15	13	17	22	32	32	17	18
Contig106684_4388	12	16	15	17	11	NA	17	10	16	15	NA	13	17	19	10	9	10	15
Contig106692_451	9	12	9	11	10	NA	11	10	12	13	NA	13	19	13	13	11	10	13
Contig1067_12941	16	15	23	22	16	9	26	23	14	33	38	21	30	34	35	38	23	24
Contig1067_12950	13	14	25	18	17	9	25	20	12	24	35	18	29	47	34	51	19	25
Contig1067_12960	10	11	18	16	15	NA	19	24	9	15	30	NA	24	44	22	40	11	19
Contig1067_13115	17	24	28	27	20	10	25	17	18	26	32	12	18	36	28	24	16	18
Contig106712_491	15	10	18	16	12	12	12	20	16	20	25	10	19	32	31	21	25	17
Contig106712_499	26	12	26	21	13	12	18	30	14	24	31	15	28	26	37	30	33	18
Contig106712_507	27	14	22	24	15	14	21	28	20	25	29	14	31	31	35	33	31	14
Contig106712_516	21	20	23	21	17	12	22	21	17	26	32	19	28	33	30	37	25	20
Contig106712_520	17	16	20	21	12	NA	15	15	16	23	29	12	21	28	24	29	25	17
Contig106712_535	15	12	19	20	15	12	19	13	21	31	27	15	25	29	37	45	25	23
Contig106713_3011	13	25	25	14	8	9	18	14	20	18	19	18	25	35	21	19	21	17
Contig106713_3060	12	11	15	12	12	9	17	13	11	22	16	12	15	18	16	21	13	18
Contig106821_537	12	0	0	12	NA	10	0	9	0	6	0	9	0	12	0	0	0	11
Contig106821_746	16	15	13	15	14	NA	19	11	14	18	29	9	30	18	24	24	15	10
Contig1069_18294	10	17	11	15	14	NA	28	10	25	20	20	11	30	41	27	33	12	30
Contig1069_18306	15	19	10	16	13	NA	25	12	25	16	13	13	23	36	31	35	21	19
Contig106905_5546	11	10	18	31	12	NA	27	26	9	31	10	11	32	25	42	36	30	24
Contig106929_5981	18	13	11	13	NA	11	13	15	11	22	34	14	26	31	26	33	26	17
Contig106929_5991	16	12	14	19	11	15	18	16	20	30	49	22	31	33	44	48	28	20
Contig106929_5994	15	14	13	15	11	12	17	17	13	30	40	19	25	36	38	40	32	16
Contig106929_6093	19	12	13	14	10	NA	25	25	17	23	43	NA	38	40	41	46	30	28
Contig106929_8667	18	16	25	14	10	NA	35	18	20	26	32	9	38	47	46	47	30	14
Contig106929_8670	16	14	12	15	11	NA	28	15	18	28	30	9	36	44	46	46	31	12
Contig106946_1157	7	18	14	16	15	10	11	10	29	59	39	22	37	32	38	42	32	32
Contig107_42222	22	15	5	5	17	3	20	9	23	16	NA	20	7	18	17	7	39	20
Contig107063_1086	28	12	18	26	11	11	15	22	29	37	30	34	51	38	36	44	46	34
Contig107063_1162	16	23	18	16	16	10	18	17	24	27	16	15	27	24	24	34	21	25
Contig107063_1178	16	21	14	13	20	NA	18	13	18	24	18	11	17	16	21	22	19	15
Contig107072_749	9	14	16	12	7	14	11	11	10	14	13	9	11	12	13	15	13	7
Contig107074_68	36	13	16	21	12	18	NA	20	24	9	NA	19	29	13	13	42	22	18
Contig107074_73	39	16	16	32	14	17	11	17	24	9	NA	14	29	21	12	41	22	16
Contig107086_1444	13	16	16	16	11	10	18	15	17	24	44	NA	27	28	25	32	30	20
Contig107086_1458	12	14	11	11	NA	10	15	14	17	19	29	NA	22	21	21	28	27	17
Contig107171_1150	33	31	24	37	13	21	46	26	32	9	8	19	43	44	37	22	13	NA
Contig107182_1226	23	23	27	27	NA	14	27	10	28	36	35	29	47	50	33	38	24	25
Contig107182_1228	28	30	30	36	NA	22	35	14	30	34	36	33	49	48	37	51	32	25
Contig107293_69	14	9	13	12	12	NA	13	12	25	25	12	15	18	16	14	12	18	13
Contig107305_646	11	11	11	7	9	8	NA	9	12	7	6	10	11	10	13	9	9	NA
Contig107330_962	24	13	26	31	13	11	25	16	30	36	29	18	36	35	46	31	29	27
Contig107330_970	24	NA	23	20	14	11	17	18	28	22	20	20	36	35	42	37	31	24
Contig10734_1410	7	13	20	17	8	15	26	NA	20	24	38	12	33	44	29	38	22	9
Contig107347_7249	17	12	15	9	NA	11	15	11	13	NA	20	11	32	32	36	30	14	16
Contig107347_7255	18	11	17	11	11	NA	15	13	13	NA	24	10	31	34	29	22	18	15
Contig107370_1082	15	10	27	18	14	NA	27	13	14	30	46	12	30	36	48	50	36	16
Contig107370_1097	34	12	26	30	11	11	25	27	16	36	53	12	41	41	54	56	33	30
Contig107370_1106	30	20	24	28	10	NA	18	13	12	29	48	11	30	39	45	39	31	13
Contig107370_1134	22	12	25	27	10	NA	26	16	27	29	55	14	36	47	49	53	35	29
Contig107370_2234	19	15	19	24	NA	7	11	21	22	23	24	11	33	36	45	41	26	24
Contig107370_2240	25	21	30	28	10	8	21	26	29	31	27	11	42	43	47	43	30	30
Contig107370_2297	27	26	26	25	20	13	30	31	34	27	25	29	42	36	35	41	31	27
Contig107370_2313	28	17	13	17	9	11	31	31	32	29	23	27	43	43	40	43	36	30
Contig107370_2321	26	15	14	18	NA	13	29	29	31	23	23	17	27	26	37	23	27	12
Contig107370_2356	20	8	9	22	5	NA	9	18	22	18	22	6	18	23	36	16	25	17
Contig107376_1701	16	NA	9	18	9	10	15	11	17	20	14	12	21	18	24	23	23	11
Contig107376_1721	16	12	15	21	11	9	22	23	20	31	26	17	26	22	34	26	26	17
Contig107376_1730	19	13	21	19	18	13	20	17	17	27	26	15	27	24	32	27	28	18
Contig107376_1733	17	11	19	16	19	11	17	22	18	28	23	10	25	22	29	28	21	15
Contig107376_1754	12	7	15	NA	11	10	15	12	12	15	14	NA	19	20	19	18	14	11
Contig1074_12755	14	13	11	16	10	NA	13	17	9	19	15	NA	19	13	13	16	32	11
Contig1074_12802	26	10	24	11	11	11	13	10	NA	43	31	12	30	32	28	31	22	20
Contig1074_12822	16	10	27	26	11	13	24	26	14	50	36	28	34	37	39	25	31	32
Contig1074_12837	5	11	22	24	13	10	25	27	20	36	35	10	39	34	31	17	33	15
Contig1074_12840	16	12	26	18	10	NA	26	27	11	34	30	11	35	32	32	41	35	16
Contig107460_12415	32	33	21	13	25	24	29	12	39	11	NA	33	37	36	15	20	15	21
