id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
Contig101756_7029	18	2.355e-01	6.226e-01	1.987e+00	7.541e-01	4.697e-01	1.559e-01	2.767e+01	1.842e+01	3.185e+00	1.786e+00
Contig101756_7043	18	1.772e-01	-7.633e-01	1.062e+00	4.722e-01	7.608e-01	1.960e-01	1.590e+01	1.962e+01	4.103e+00	1.362e+00
Contig101756_7055	18	2.818e-01	-4.188e-01	8.838e-01	6.356e-01	7.771e-01	2.157e-01	5.231e+00	9.152e+00	3.842e+00	1.164e+00
Contig101771_457	18	3.005e-01	6.970e-02	9.325e-01	9.404e-01	4.176e-01	2.305e-01	3.823e+00	3.831e+00	2.840e+00	1.124e+00
Contig101771_462	18	2.720e-01	2.537e-01	9.392e-01	7.870e-01	6.284e-01	2.468e-01	7.436e+00	1.427e+01	3.279e+00	1.223e+00
Contig101771_1807	18	2.696e-01	-9.941e-01	2.223e+00	6.548e-01	4.275e-01	1.636e-01	2.712e+01	1.724e+01	2.022e+00	1.840e+00
Contig101771_1815	18	2.738e-01	-5.466e-01	2.364e+00	8.171e-01	4.122e-01	1.655e-01	2.259e+01	1.637e+01	1.463e+00	1.724e+00
Contig101794_3137	18	2.997e-01	-7.580e-01	9.777e-01	4.382e-01	3.784e-01	1.894e-01	5.930e+00	5.447e+00	2.902e+00	1.234e+00
Contig101798_3456	18	3.656e-01	-1.157e-01	5.980e-01	8.466e-01	7.258e-01	2.748e-01	3.808e+00	9.006e+00	1.442e+00	8.239e-01
Contig101809_3218	18	2.775e-01	1.301e-01	6.935e-01	8.512e-01	7.117e-01	2.583e-01	6.363e+00	1.072e+01	2.486e+00	1.014e+00
Contig101809_3240	18	2.989e-01	-1.779e+00	8.905e-01	4.573e-02	6.261e-01	2.642e-01	3.144e+00	5.008e+00	4.863e+00	1.143e+00
Contig101809_3257	18	3.356e-01	3.647e-01	6.409e-01	5.693e-01	6.253e-01	2.880e-01	2.048e+00	4.636e+00	3.355e+00	9.394e-01
Contig101809_3263	18	2.269e-01	-1.004e-01	1.460e+00	9.452e-01	4.840e-01	1.577e-01	1.290e+01	7.821e+00	6.090e-01	1.457e+00
Contig101809_3272	18	1.582e-01	-1.806e+00	2.002e+00	3.670e-01	7.328e-01	9.259e-02	2.820e+01	2.125e+01	4.072e+00	1.651e+00
Contig101809_3368	18	2.651e-01	-1.117e+00	1.289e+00	3.860e-01	4.188e-01	2.041e-01	8.437e+00	7.844e+00	3.789e+00	1.334e+00
Contig101853_9480	18	2.751e-01	5.270e-01	9.208e-01	5.671e-01	6.814e-01	2.516e-01	1.199e+01	2.179e+01	3.831e+00	1.174e+00
Contig101853_9498	18	2.647e-01	4.080e-01	2.079e+00	8.444e-01	4.426e-01	1.659e-01	2.795e+01	1.665e+01	1.765e+00	1.761e+00
Contig101853_9529	18	3.103e-01	-1.874e-01	1.069e+00	8.608e-01	4.903e-01	2.996e-01	7.077e+00	1.024e+01	4.810e+00	1.336e+00
Contig101875_780	18	2.930e-01	-1.013e-01	9.401e-01	9.142e-01	7.369e-01	2.420e-01	5.982e+00	1.215e+01	3.467e+00	1.111e+00
Contig1019_5292	18	3.015e-01	1.082e-01	7.829e-01	8.901e-01	6.900e-01	2.718e-01	7.050e+00	1.451e+01	2.235e+00	1.046e+00
Contig1019_11268	18	2.778e-01	-6.910e-02	1.278e+00	9.569e-01	4.267e-01	1.932e-01	9.738e+00	8.166e+00	3.423e+00	1.443e+00
Contig101985_10299	18	2.845e-01	9.286e-03	5.905e-01	9.875e-01	7.933e-01	2.026e-01	3.625e+00	8.012e+00	2.214e+00	7.599e-01
Contig101985_10308	18	3.614e-01	-1.795e-01	4.699e-01	7.024e-01	7.986e-01	2.092e-01	2.418e+00	5.341e+00	1.826e+00	7.232e-01
Contig101985_10314	18	3.817e-01	2.015e-01	5.566e-01	7.174e-01	4.985e-01	2.846e-01	1.681e+00	3.097e+00	7.194e-01	7.883e-01
Contig102033_515	18	2.137e-01	1.108e+00	1.369e+00	4.184e-01	6.068e-01	2.405e-01	1.422e+01	1.544e+01	3.662e+00	1.492e+00
Contig10207_1400	18	2.472e-01	8.745e-02	8.797e-01	9.208e-01	7.171e-01	2.088e-01	8.059e+00	1.204e+01	2.347e+00	1.135e+00
Contig10207_1414	18	3.284e-01	3.873e-01	5.689e-01	4.959e-01	7.351e-01	2.600e-01	3.244e+00	7.402e+00	2.215e+00	8.403e-01
Contig10207_1421	18	2.013e-01	6.269e-01	1.049e+00	5.502e-01	8.902e-01	1.217e-01	2.317e+01	2.521e+01	2.128e+00	1.409e+00
Contig10207_1426	18	2.476e-01	1.064e-01	8.700e-01	9.026e-01	4.640e-01	1.863e-01	3.900e+00	3.987e+00	2.046e+00	1.074e+00
Contig10207_1436	18	2.175e-01	-8.508e-01	1.134e+00	4.530e-01	6.499e-01	2.682e-01	1.085e+01	1.729e+01	4.200e+00	1.279e+00
Contig102103_864	18	3.417e-01	6.198e-01	6.691e-01	3.543e-01	4.741e-01	2.586e-01	1.995e+00	2.993e+00	1.829e+00	8.796e-01
Contig102110_9040	18	3.052e-01	3.641e-01	7.483e-01	6.265e-01	3.829e-01	1.770e-01	2.761e+00	1.951e+00	4.025e-01	9.885e-01
Contig102110_15506	18	3.057e-01	-1.761e+00	1.230e+00	1.525e-01	4.469e-01	2.580e-01	5.105e+00	7.343e+00	5.811e+00	1.459e+00
Contig102127_4216	18	2.643e-01	8.893e-01	1.108e+00	4.223e-01	7.572e-01	2.350e-01	9.061e+00	1.160e+01	1.713e+00	1.426e+00
Contig102182_1575	18	2.761e-01	4.424e-01	7.565e-01	5.587e-01	6.332e-01	2.591e-01	5.427e+00	9.825e+00	2.664e+00	1.029e+00
Contig102182_1579	18	2.365e-01	8.745e-02	9.346e-01	9.254e-01	6.665e-01	2.447e-01	7.564e+00	1.173e+01	3.251e+00	1.141e+00
Contig102182_1582	18	3.439e-01	-2.012e-01	5.886e-01	7.325e-01	7.714e-01	2.372e-01	2.995e+00	7.869e+00	2.357e+00	9.034e-01
Contig102182_1776	18	3.803e-01	-1.496e-01	3.968e-01	7.062e-01	7.338e-01	2.438e-01	1.218e+00	2.458e+00	2.183e+00	6.157e-01
Contig102182_1803	18	3.110e-01	2.052e-01	5.071e-01	6.857e-01	7.886e-01	2.088e-01	2.839e+00	5.088e+00	1.364e+00	7.410e-01
Contig102182_1856	18	3.877e-01	-3.647e-01	4.803e-01	4.477e-01	6.759e-01	2.574e-01	1.576e+00	3.512e+00	2.264e+00	7.376e-01
Contig102182_1899	18	3.229e-01	-7.498e-02	1.213e+00	9.507e-01	2.950e-01	1.756e-01	6.711e+00	5.682e+00	4.581e+00	1.468e+00
Contig102182_1901	18	2.360e-01	3.653e-01	8.684e-01	6.740e-01	7.828e-01	1.899e-01	7.104e+00	1.044e+01	2.470e+00	1.098e+00
Contig102182_1903	18	3.494e-01	-2.201e-01	1.391e+00	8.743e-01	2.645e-01	1.639e-01	1.293e+01	1.297e+01	4.283e+00	1.614e+00
Contig102182_1905	18	3.204e-01	5.653e-01	9.338e-01	5.450e-01	3.215e-01	1.772e-01	3.951e+00	3.139e+00	3.191e+00	1.145e+00
Contig102182_1914	18	3.470e-01	3.848e-01	5.162e-01	4.560e-01	6.078e-01	3.132e-01	2.713e+00	6.761e+00	1.845e+00	7.861e-01
Contig102182_1917	18	3.546e-01	-2.887e-02	4.811e-01	9.522e-01	6.384e-01	3.034e-01	2.642e+00	6.288e+00	2.452e+00	7.211e-01
Contig102182_2048	18	2.714e-01	-7.207e-01	9.274e-01	4.370e-01	5.425e-01	2.584e-01	7.314e+00	1.223e+01	2.721e+00	1.189e+00
Contig102182_2062	18	3.316e-01	4.068e-04	6.459e-01	9.995e-01	6.843e-01	2.840e-01	4.193e+00	8.595e+00	1.882e+00	9.059e-01
Contig1022_7580	18	2.472e-01	-5.112e-02	1.073e+00	9.620e-01	6.509e-01	2.533e-01	8.608e+00	1.169e+01	2.564e+00	1.286e+00
Contig102218_5416	18	3.524e-01	1.691e-01	6.400e-01	7.917e-01	5.030e-01	2.710e-01	1.360e+00	2.295e+00	2.863e+00	9.052e-01
Contig102218_5426	18	2.668e-01	-3.343e-01	7.868e-01	6.709e-01	6.340e-01	3.184e-01	7.897e+00	1.526e+01	2.319e+00	1.008e+00
Contig102218_5430	18	2.472e-01	2.972e-01	6.862e-01	6.649e-01	7.965e-01	2.267e-01	8.328e+00	1.412e+01	2.013e+00	9.738e-01
Contig102218_5485	18	2.740e-01	2.293e-01	8.652e-01	7.909e-01	6.918e-01	2.640e-01	8.423e+00	1.244e+01	2.470e+00	1.160e+00
Contig102218_5502	18	2.439e-01	-6.908e-02	7.950e-01	9.308e-01	5.229e-01	2.070e-01	3.511e+00	3.467e+00	1.570e+00	1.025e+00
Contig102283_2100	18	3.422e-01	-2.771e-01	6.118e-01	6.506e-01	7.639e-01	2.487e-01	5.122e+00	1.017e+01	2.044e+00	9.280e-01
Contig102283_2112	18	2.889e-01	3.016e-01	5.185e-01	5.608e-01	7.254e-01	2.595e-01	3.402e+00	6.320e+00	7.888e-01	7.609e-01
Contig102283_2118	18	3.472e-01	8.221e-02	4.760e-01	8.629e-01	5.966e-01	2.542e-01	1.336e+00	2.464e+00	1.095e+00	7.026e-01
Contig102297_2203	18	4.454e-01	-3.962e-01	4.095e-01	3.332e-01	6.398e-01	2.838e-01	9.063e-01	1.951e+00	1.263e+00	6.110e-01
Contig102297_2977	18	3.812e-01	-1.589e-01	3.318e-01	6.320e-01	5.349e-01	2.818e-01	1.181e+00	5.806e+00	1.294e+00	5.200e-01
Contig102297_2981	18	3.333e-01	2.458e-01	4.808e-01	6.092e-01	3.344e-01	1.790e-01	9.209e-01	8.515e-01	6.618e-01	6.735e-01
Contig102297_2998	18	4.111e-01	-6.911e-02	3.562e-01	8.462e-01	7.370e-01	2.546e-01	1.568e+00	4.364e+00	4.403e-01	5.554e-01
Contig1023_14087	18	3.506e-01	-1.326e+00	8.711e-01	1.280e-01	5.346e-01	2.708e-01	2.806e+00	5.696e+00	2.239e+00	1.058e+00
Contig102325_6424	18	3.075e-01	-4.242e-01	7.406e-01	5.668e-01	7.534e-01	2.405e-01	5.659e+00	1.103e+01	3.789e+00	1.030e+00
Contig102325_6469	18	2.211e-01	1.388e+00	1.675e+00	4.071e-01	8.251e-01	1.671e-01	1.359e+01	1.798e+01	3.070e+00	1.425e+00
Contig10234_2908	18	1.930e-01	-1.043e+00	1.172e+00	3.735e-01	9.360e-01	7.008e-02	2.659e+01	2.590e+01	4.225e+00	1.501e+00
Contig10234_2914	18	2.025e-01	6.164e-01	1.065e+00	5.626e-01	7.057e-01	1.789e-01	1.199e+01	1.606e+01	2.115e+00	1.256e+00
Contig102378_967	18	1.930e-01	1.230e-01	9.044e-01	8.918e-01	7.684e-01	1.697e-01	8.545e+00	9.872e+00	1.599e+00	1.117e+00
Contig102394_2844	18	2.666e-01	-1.382e+00	1.110e+00	2.131e-01	4.341e-01	1.788e-01	5.898e+00	4.005e+00	-6.137e-01	1.208e+00
Contig102394_2860	18	3.442e-01	-1.370e-01	5.722e-01	8.108e-01	7.897e-01	2.246e-01	3.928e+00	8.649e+00	2.056e+00	7.848e-01
Contig1024_1356	18	2.087e-01	-6.508e-02	1.508e+00	9.656e-01	7.603e-01	1.435e-01	1.973e+01	2.187e+01	4.357e+00	1.582e+00
Contig1024_1363	18	3.348e-01	-7.220e-01	1.176e+00	5.392e-01	2.889e-01	1.699e-01	6.188e+00	4.923e+00	4.981e+00	1.311e+00
Contig1024_6259	18	2.895e-01	-1.641e+00	9.179e-01	7.383e-02	5.504e-01	2.545e-01	3.450e+00	3.653e+00	5.175e+00	1.152e+00
Contig1024_8625	18	2.384e-01	1.094e+00	1.856e+00	5.558e-01	7.674e-01	2.532e-01	2.706e+01	3.192e+01	4.330e+00	1.776e+00
Contig1024_10259	18	2.655e-01	-3.045e-01	1.479e+00	8.368e-01	6.178e-01	2.904e-01	1.580e+01	2.399e+01	4.085e+00	1.650e+00
Contig1024_10262	18	2.966e-01	-1.263e+00	1.379e+00	3.600e-01	6.559e-01	2.690e-01	6.762e+00	1.151e+01	4.663e+00	1.340e+00
Contig102480_47	18	2.615e-01	4.811e-02	8.327e-01	9.539e-01	5.821e-01	2.528e-01	5.805e+00	1.127e+01	1.716e+00	1.176e+00
Contig102480_78	18	3.126e-01	8.806e-02	5.998e-01	8.833e-01	4.045e-01	2.053e-01	2.117e+00	3.039e+00	8.525e-01	8.458e-01
Contig102652_2328	18	3.535e-01	-1.967e-01	4.906e-01	6.885e-01	7.713e-01	2.263e-01	2.561e+00	6.536e+00	2.548e+00	7.707e-01
Contig102652_2344	18	2.904e-01	6.693e-01	8.172e-01	4.128e-01	3.946e-01	1.769e-01	3.455e+00	2.931e+00	2.164e+00	1.056e+00
Contig102652_2359	18	3.100e-01	-3.024e-01	6.143e-01	6.225e-01	7.456e-01	2.380e-01	3.933e+00	9.928e+00	3.146e+00	8.834e-01
Contig102652_2593	18	2.456e-01	-6.032e-01	1.138e+00	5.961e-01	5.363e-01	2.388e-01	9.052e+00	1.267e+01	3.884e+00	1.348e+00
Contig102652_2673	18	2.768e-01	-6.565e-01	8.902e-01	4.608e-01	7.581e-01	2.291e-01	4.902e+00	8.580e+00	3.623e+00	1.151e+00
Contig102652_2675	18	3.578e-01	-1.792e-01	4.548e-01	6.936e-01	6.351e-01	2.869e-01	1.752e+00	3.705e+00	2.304e+00	6.952e-01
Contig102652_2701	18	3.349e-01	-3.323e-01	5.982e-01	5.786e-01	7.783e-01	2.271e-01	3.425e+00	6.349e+00	2.774e+00	8.473e-01
Contig102652_2784	18	3.253e-01	-1.967e-01	6.293e-01	7.546e-01	5.123e-01	3.064e-01	2.507e+00	4.489e+00	2.855e+00	8.682e-01
Contig102652_2787	18	2.785e-01	5.685e-01	7.608e-01	4.549e-01	7.140e-01	2.216e-01	4.192e+00	6.093e+00	1.758e+00	1.030e+00
Contig102657_788	18	1.983e-01	-3.296e-01	1.138e+00	7.721e-01	7.547e-01	1.561e-01	1.629e+01	1.911e+01	1.720e+00	1.371e+00
Contig102657_938	18	2.616e-01	-2.066e-01	7.907e-01	7.939e-01	8.616e-01	1.766e-01	6.987e+00	1.008e+01	3.110e+00	1.069e+00
Contig10269_1486	18	3.501e-01	-8.583e-01	1.102e+00	4.361e-01	6.716e-01	2.604e-01	3.572e+00	7.824e+00	3.879e+00	1.349e+00
Contig10269_1953	18	3.005e-01	5.247e-01	1.013e+00	6.045e-01	7.375e-01	2.518e-01	7.061e+00	1.421e+01	3.106e+00	1.237e+00
Contig102698_260	18	2.617e-01	-1.685e-01	8.918e-01	8.501e-01	8.148e-01	1.633e-01	9.447e+00	1.245e+01	3.958e+00	1.168e+00
Contig102698_319	18	2.825e-01	3.972e-01	1.218e+00	7.443e-01	5.924e-01	2.704e-01	7.102e+00	1.213e+01	4.127e+00	1.308e+00
Contig102698_330	18	3.303e-01	-1.266e+00	1.402e+00	3.668e-01	3.174e-01	1.724e-01	1.284e+01	9.714e+00	2.303e+00	1.511e+00
Contig102698_333	18	2.545e-01	-1.796e+00	1.335e+00	1.785e-01	7.423e-01	2.194e-01	7.989e+00	1.216e+01	4.738e+00	1.484e+00
Contig102698_1809	18	3.167e-01	1.969e-01	8.063e-01	8.071e-01	7.130e-01	2.264e-01	3.479e+00	7.660e+00	3.444e+00	1.087e+00
Contig102698_1869	18	2.765e-01	4.619e-01	8.439e-01	5.841e-01	4.754e-01	2.291e-01	4.045e+00	7.199e+00	3.118e+00	1.136e+00
Contig102698_1893	18	3.278e-01	-1.976e-01	1.058e+00	8.519e-01	3.541e-01	1.803e-01	5.863e+00	4.961e+00	4.361e+00	1.335e+00
Contig102698_1916	18	2.931e-01	4.377e-01	8.189e-01	5.930e-01	7.428e-01	2.447e-01	7.651e+00	1.394e+01	3.619e+00	1.217e+00
Contig102698_1936	18	2.919e-01	2.090e-01	7.085e-01	7.680e-01	6.652e-01	2.727e-01	4.637e+00	1.044e+01	3.239e+00	9.590e-01
Contig102698_1948	18	3.209e-01	-1.004e-01	1.089e+00	9.266e-01	3.402e-01	1.775e-01	5.846e+00	4.293e+00	3.658e+00	1.266e+00
Contig102698_1966	18	2.481e-01	-7.507e-02	8.228e-01	9.273e-01	7.374e-01	2.445e-01	8.855e+00	1.658e+01	3.457e+00	1.214e+00
Contig102698_1979	18	3.081e-01	-8.572e-01	9.039e-01	3.429e-01	6.903e-01	2.646e-01	5.117e+00	1.095e+01	4.361e+00	1.175e+00
Contig102698_1987	18	3.251e-01	-1.501e-01	1.907e+00	9.373e-01	2.892e-01	1.749e-01	1.413e+01	1.057e+01	4.970e+00	1.670e+00
Contig102698_4924	18	3.372e-01	1.025e+00	9.112e-01	2.607e-01	3.854e-01	2.486e-01	3.476e+00	3.384e+00	2.390e+00	1.192e+00
Contig102733_266	18	2.331e-01	-1.205e+00	1.318e+00	3.607e-01	7.086e-01	2.464e-01	1.354e+01	1.975e+01	4.353e+00	1.547e+00
Contig102733_313	18	2.472e-01	-1.294e+00	1.556e+00	4.056e-01	7.434e-01	2.189e-01	1.202e+01	1.778e+01	4.847e+00	1.478e+00
Contig102733_328	18	3.376e-01	1.956e+00	1.791e+00	2.747e-01	3.735e-01	2.421e-01	1.274e+01	1.223e+01	4.987e+00	1.799e+00
Contig102733_457	18	2.935e-01	-4.347e-01	7.769e-01	5.758e-01	7.549e-01	2.468e-01	4.598e+00	9.541e+00	4.158e+00	1.071e+00
Contig102733_486	18	3.124e-01	-1.909e-01	7.778e-01	8.061e-01	7.674e-01	2.468e-01	3.660e+00	6.194e+00	3.313e+00	1.077e+00
Contig102733_490	18	2.348e-01	-1.434e-02	1.171e+00	9.902e-01	7.934e-01	2.102e-01	1.596e+01	2.015e+01	3.973e+00	1.424e+00
Contig102733_736	18	2.767e-01	3.343e-01	1.078e+00	7.566e-01	6.224e-01	2.911e-01	6.349e+00	1.113e+01	3.283e+00	1.278e+00
Contig102733_790	18	2.429e-01	1.629e-01	1.282e+00	8.989e-01	7.524e-01	2.564e-01	1.425e+01	1.830e+01	4.213e+00	1.457e+00
Contig102815_144	18	2.818e-01	-7.251e-02	8.107e-01	9.287e-01	7.100e-01	2.508e-01	7.517e+00	1.202e+01	2.879e+00	1.066e+00
Contig102815_276	18	2.860e-01	-3.175e-01	7.047e-01	6.523e-01	8.514e-01	1.767e-01	7.363e+00	1.202e+01	1.353e+00	1.001e+00
Contig102815_582	18	3.432e-01	2.142e-01	6.867e-01	7.551e-01	7.109e-01	2.519e-01	2.593e+00	4.530e+00	2.355e+00	9.588e-01
Contig102815_607	18	3.273e-01	4.014e-01	7.862e-01	6.097e-01	5.476e-01	2.596e-01	2.716e+00	3.758e+00	2.558e+00	9.453e-01
Contig102815_717	18	4.655e-01	2.921e-01	2.940e-01	3.206e-01	7.266e-01	2.606e-01	6.057e-01	1.899e+00	7.205e-01	4.506e-01
Contig102815_736	18	2.517e-01	6.087e-01	1.051e+00	5.626e-01	5.380e-01	2.669e-01	8.730e+00	1.210e+01	3.070e+00	1.177e+00
Contig102815_738	18	3.655e-01	-1.711e-01	5.072e-01	7.358e-01	6.458e-01	2.748e-01	1.296e+00	2.676e+00	3.000e+00	7.532e-01
Contig102815_741	18	4.258e-01	-4.142e-01	3.590e-01	2.486e-01	6.514e-01	2.904e-01	1.201e+00	3.708e+00	-1.024e-02	5.316e-01
Contig102815_1152	18	3.915e-01	2.016e-01	3.310e-01	5.425e-01	7.819e-01	2.254e-01	1.100e+00	2.201e+00	1.463e+00	5.009e-01
Contig102815_1170	18	3.543e-01	-1.691e-01	4.826e-01	7.260e-01	8.154e-01	1.740e-01	2.627e+00	8.215e+00	1.886e+00	7.039e-01
Contig102815_1558	18	2.884e-01	-2.455e-01	8.330e-01	7.682e-01	5.114e-01	2.848e-01	3.437e+00	5.044e+00	2.738e+00	1.014e+00
Contig102815_1563	18	2.747e-01	2.529e-01	7.538e-01	7.372e-01	4.589e-01	2.201e-01	3.011e+00	3.521e+00	2.470e+00	9.823e-01
Contig102838_1119	18	3.641e-01	-1.837e-01	6.906e-01	7.903e-01	5.275e-01	2.969e-01	1.819e+00	3.165e+00	2.697e+00	9.116e-01
Contig102838_1139	18	3.266e-01	-1.128e+00	7.610e-01	1.385e-01	6.068e-01	2.777e-01	3.797e+00	7.323e+00	3.945e+00	9.846e-01
Contig102838_1462	18	3.738e-01	-2.366e-02	3.777e-01	9.500e-01	8.062e-01	2.108e-01	1.450e+00	3.984e+00	2.003e+00	5.523e-01
Contig102838_1545	18	2.300e-01	2.570e-01	5.287e-01	6.270e-01	8.327e-01	1.182e-01	3.817e+00	6.078e+00	9.561e-01	7.946e-01
Contig102838_1580	18	2.497e-01	-4.086e-01	6.853e-01	5.510e-01	8.412e-01	1.951e-01	1.007e+01	1.419e+01	2.431e+00	1.120e+00
Contig102838_1740	18	3.283e-01	1.594e-01	5.792e-01	7.831e-01	5.122e-01	2.726e-01	2.192e+00	5.316e+00	2.260e+00	8.463e-01
Contig102838_1747	18	3.419e-01	1.486e-01	6.409e-01	8.167e-01	3.361e-01	1.933e-01	2.280e+00	2.386e+00	1.625e+00	8.928e-01
Contig102838_1781	18	2.911e-01	-1.968e-01	5.279e-01	7.093e-01	8.620e-01	1.577e-01	4.206e+00	1.105e+01	2.278e+00	8.572e-01
Contig102838_1795	18	3.102e-01	4.844e-01	4.604e-01	2.927e-01	6.812e-01	2.460e-01	1.469e+00	4.213e+00	2.075e+00	6.503e-01
Contig102838_1817	18	2.899e-01	4.964e-01	6.990e-01	4.776e-01	6.522e-01	2.732e-01	5.389e+00	1.070e+01	1.328e+00	9.557e-01
Contig102994_469	18	2.265e-01	-8.403e-02	7.576e-01	9.117e-01	8.585e-01	9.083e-02	7.761e+00	1.197e+01	1.455e+00	1.042e+00
Contig102994_476	18	3.331e-01	2.950e-01	5.537e-01	5.941e-01	7.906e-01	2.363e-01	2.865e+00	5.924e+00	1.526e+00	7.802e-01
Contig102994_639	18	3.303e-01	-1.216e-01	5.922e-01	8.373e-01	6.321e-01	2.766e-01	1.537e+00	2.731e+00	3.302e+00	8.822e-01
Contig102994_648	18	3.055e-01	-3.666e-01	4.945e-01	4.585e-01	7.823e-01	2.233e-01	2.212e+00	3.413e+00	2.260e+00	7.667e-01
Contig102994_661	18	2.220e-01	-3.677e+00	1.835e+00	4.512e-02	7.710e-01	1.865e-01	1.412e+01	1.951e+01	5.800e+00	1.528e+00
Contig102994_666	18	3.431e-01	-6.404e-02	5.738e-01	9.111e-01	6.058e-01	2.816e-01	1.929e+00	5.360e+00	3.157e+00	8.090e-01
Contig102994_679	18	2.339e-01	1.457e+00	1.121e+00	1.936e-01	8.065e-01	1.917e-01	1.191e+01	1.677e+01	3.661e+00	1.411e+00
Contig102994_681	18	2.325e-01	-3.844e-01	9.051e-01	6.710e-01	6.442e-01	2.253e-01	6.859e+00	9.912e+00	3.807e+00	1.224e+00
Contig102994_767	18	3.615e-01	1.034e-01	5.027e-01	8.370e-01	6.356e-01	2.588e-01	1.304e+00	2.447e+00	2.180e+00	7.759e-01
Contig102994_804	18	2.893e-01	-3.497e-01	7.320e-01	6.328e-01	5.282e-01	2.608e-01	3.040e+00	7.333e+00	3.857e+00	9.900e-01
Contig102994_811	18	2.005e-01	-4.149e-01	1.020e+00	6.843e-01	7.736e-01	2.434e-01	1.701e+01	2.370e+01	3.326e+00	1.225e+00
Contig102998_1609	18	2.821e-01	3.127e-01	5.770e-01	5.879e-01	6.744e-01	2.371e-01	2.137e+00	3.934e+00	1.472e+00	8.027e-01
Contig102998_1953	18	2.898e-01	2.651e-01	8.668e-01	7.598e-01	5.987e-01	2.742e-01	3.749e+00	8.005e+00	2.190e+00	1.010e+00
Contig102998_1959	18	3.766e-01	-3.219e-01	4.414e-01	4.659e-01	6.696e-01	2.710e-01	1.423e+00	3.315e+00	1.089e+00	6.714e-01
Contig102998_2099	18	3.552e-01	1.107e+00	6.241e-01	7.604e-02	6.718e-01	2.524e-01	2.315e+00	3.657e+00	9.777e-01	8.325e-01
Contig102998_2108	18	2.699e-01	2.701e-01	1.040e+00	7.951e-01	4.532e-01	2.407e-01	7.535e+00	1.186e+01	2.833e+00	1.361e+00
Contig102998_2210	18	2.844e-01	-2.058e-01	8.572e-01	8.102e-01	7.509e-01	2.417e-01	1.036e+01	1.732e+01	2.976e+00	1.197e+00
Contig102998_2221	18	3.268e-01	1.329e+00	6.859e-01	5.269e-02	5.768e-01	2.728e-01	4.323e+00	1.032e+01	-2.218e+00	9.470e-01
Contig102998_2231	18	3.531e-01	1.180e+00	6.729e-01	7.952e-02	6.494e-01	2.691e-01	2.674e+00	6.086e+00	1.110e+00	8.965e-01
Contig103018_2289	18	2.997e-01	7.027e-01	9.566e-01	4.626e-01	7.342e-01	2.397e-01	5.052e+00	8.744e+00	1.784e+00	1.134e+00
Contig103019_999	18	2.289e-01	1.036e+00	1.204e+00	3.896e-01	7.976e-01	2.099e-01	1.705e+01	2.281e+01	2.401e+00	1.294e+00
Contig103019_1016	18	3.227e-01	-3.382e-01	5.853e-01	5.634e-01	6.987e-01	2.632e-01	2.843e+00	5.797e+00	2.213e+00	8.671e-01
Contig103020_4894	18	2.807e-01	1.099e+00	6.453e-01	8.850e-02	6.642e-01	2.619e-01	3.494e+00	6.780e+00	9.254e-01	9.145e-01
Contig103020_4906	18	3.342e-01	-3.947e-01	4.355e-01	3.647e-01	4.528e-01	2.251e-01	8.337e-01	9.557e-01	1.447e+00	6.460e-01
Contig103020_4916	18	2.599e-01	2.075e-01	5.765e-01	7.189e-01	6.638e-01	2.637e-01	3.711e+00	5.524e+00	1.406e+00	7.960e-01
Contig103096_1818	18	2.622e-01	2.272e-01	8.337e-01	7.852e-01	5.604e-01	2.410e-01	5.604e+00	7.684e+00	3.003e+00	1.084e+00
Contig1031_14644	18	2.455e-01	3.591e-01	1.205e+00	7.656e-01	7.560e-01	2.213e-01	9.780e+00	1.578e+01	3.669e+00	1.332e+00
Contig103154_1973	18	2.828e-01	-1.626e+00	1.290e+00	2.075e-01	4.002e-01	1.902e-01	7.336e+00	5.085e+00	4.175e+00	1.421e+00
Contig103180_99	18	2.765e-01	8.261e-01	8.754e-01	3.453e-01	7.124e-01	2.555e-01	9.616e+00	1.744e+01	2.416e+00	1.138e+00
Contig103186_2987	18	3.236e-01	4.446e+00	2.677e+00	9.675e-02	3.534e-01	1.779e-01	2.310e+01	1.835e+01	-2.601e+00	1.774e+00
Contig103186_2999	18	2.181e-01	3.526e-02	1.074e+00	9.738e-01	7.729e-01	2.263e-01	1.677e+01	2.540e+01	4.132e+00	1.357e+00
Contig103223_10912	18	3.369e-01	4.974e-01	6.144e-01	4.182e-01	4.692e-01	2.610e-01	1.746e+00	3.723e+00	9.527e-01	8.279e-01
Contig103363_101	18	2.204e-01	-2.314e+00	2.284e+00	3.109e-01	5.027e-01	1.641e-01	2.297e+01	1.516e+01	1.852e+00	1.818e+00
Contig103363_107	18	3.065e-01	-9.266e-01	6.869e-01	1.773e-01	7.020e-01	2.579e-01	3.162e+00	5.261e+00	4.221e+00	1.011e+00
Contig103405_214	18	3.214e-01	-8.982e-01	9.082e-01	3.227e-01	3.469e-01	1.807e-01	3.597e+00	3.365e+00	3.534e+00	1.094e+00
Contig103456_3111	18	4.676e-01	5.038e-01	4.181e-01	2.282e-01	6.297e-01	2.792e-01	8.317e-01	1.490e+00	5.623e-01	6.275e-01
Contig103483_2610	18	2.783e-01	-5.037e-01	1.162e+00	6.646e-01	8.357e-01	2.028e-01	3.098e+01	3.864e+01	2.858e+00	1.485e+00
